ID_REF,203219670028_R01C01,203219670028_R02C01,203219670028_R03C01,203219670028_R04C01,203219670028_R05C01,203219670028_R06C01,203219670145_R01C01,203219670145_R02C01,203219670145_R03C01,203219670145_R04C01,203219670145_R05C01,203219670145_R06C01,203219670153_R01C01,203219670153_R02C01,203219670153_R03C01,203219670153_R04C01,203219670153_R05C01,203219670153_R06C01,203219670191_R01C01,203219670191_R02C01,203219670191_R03C01,203219670191_R04C01,203219670191_R05C01,203219670191_R06C01,203219730092_R01C01,203219730092_R02C01,203219730092_R04C01,203219750033_R01C01,203219750033_R03C01,203219750033_R04C01,203220070080_R01C01,203220070080_R03C01,203220070153_R01C01,203220070153_R02C01,203220070153_R03C01,203220070153_R04C01,203225140050_R01C01,203225140050_R02C01,203225140050_R03C01,203225140050_R04C01,203225140082_R01C01,203225140082_R02C01,203225140082_R03C01,203225140082_R04C01,203225140170_R01C01,203225140170_R02C01,203225140170_R03C01,203225140170_R04C01,203219670028_R07C01,203219670145_R07C01,203219670145_R08C01,203219670153_R07C01,203219670153_R08C01,203219670191_R07C01,203219730092_R06C01,203219730092_R07C01,203219730092_R08C01,203219750033_R06C01,203219750033_R08C01,203220070080_R05C01,203220070080_R06C01,203220070080_R08C01,203220070153_R06C01,203225140050_R05C01,203225140050_R06C01,203225140050_R08C01,203225140082_R06C01,203225140082_R07C01,203225140082_R08C01,203225140170_R06C01,203225140170_R07C01
cg15814092,0.792734831642869,0.81885835786719,0.80801360242478,0.859477124183007,0.843079992884395,0.878409476741993,0.798504897472718,0.843178231756728,0.824669872528815,0.836178000385282,0.786764730035575,0.846752816434725,0.783289723107612,0.832797136254475,0.783973688144715,0.842242514480467,0.764471654757783,0.834888370543152,0.782033595715329,0.837386518650924,0.813799536851408,0.861382255534251,0.807786550503675,0.832149580694849,0.832644192949707,0.840054712319096,0.879240775337005,0.765703998774322,0.802342989744741,0.832873283046214,0.781290640835912,0.783959053038001,0.808864899963476,0.842129562634803,0.830568208265452,0.835826126493071,0.806744369663545,0.833046409870167,0.838494841157212,0.855647734985343,0.824825946680251,0.845911637941208,0.79271141031806,0.884359661642357,0.782452967973015,0.805276425997848,0.80937360000491,0.813224494750258,0.775574255173982,0.791723070972733,0.837698734906624,0.85894263626247,0.890610722992768,0.828940531754737,0.867228118420487,0.765865727030776,0.879556973423551,0.857117635874732,0.863794604003481,0.819336799764544,0.846607078440018,0.909805278244539,0.88822075548527,0.782903602669895,0.851376338227367,0.880759504521881,0.846212907537217,0.836622952267408,0.833532209654421,0.845193352922974,0.759485814929994
cg08083988,0.0253837779132384,0.926995142262318,0.0240010338906907,0.968940389439732,0.023296,0.9687170632162,0.0176022483544117,0.947271527319462,0.0304846609951018,0.973897154789872,0.0401823015571591,0.951216141514649,0.0208077260755048,0.950139609094535,0.0727298556829658,0.961279785938988,0.0247064991480518,0.947480641903266,0.0029716257668711,0.986574827003412,0.0312479355222303,0.905027135104256,0.0364055621549857,0.983288409703504,0.0205177879535048,0.950271055300289,0.958050586057989,0.014441455472179,0.0197547683923706,0.940363990900227,0.0155932927480508,0.0314339026840821,0.0254436421490638,0.975010709695845,0.021980949843469,0.942485621405351,0.0126592049401775,0.972091685048432,0.0510859413472805,0.943055021161985,0.0306069969602067,0.968723481634137,0.0315991511141627,0.93531169940222,0.0241573033707865,0.943290942123021,0.0172284540444709,0.977398626191004,0.020197725098331,0.0526769720692629,0.968123510271094,0.0423030796134765,0.958118106938434,0.0303408756979136,0.985272638753651,0.0314062959694028,0.956985424813366,0.939009661835749,0.927342256214149,0.0436650795494135,0.960401381096245,0.960654206668673,0.975154296565912,0.0404641185647426,0.981247839612859,0.980781172706318,0.968118195956454,0.0295422847724103,0.939425478767694,0.971383147853736,0.0295243657128025
cg13266435,0.0623740460537183,0.244624578196047,0.0569965588594426,0.186797347938887,0.0699555691741995,0.131381886751431,0.0487584989294166,0.342031552672548,0.0769379782391115,0.219083525074155,0.0783015821762997,0.178502006096802,0.0607180777852059,0.428893353054151,0.0976586272060472,0.305005122566781,0.0795540153683893,0.223461736277042,0.0511806304686564,0.153093883357041,0.0853630947892316,0.353160147836954,0.0878275473786667,0.164877025457537,0.0642292490118577,0.219956532856047,0.233213159080667,0.0735487903590373,0.11892064764224,0.153870672811983,0.110316380709992,0.134220743205768,0.0869625664731848,0.197455067996751,0.119453280005039,0.233845883919341,0.0732899235042939,0.287433729760711,0.0920241323960813,0.198526593153588,0.0984832308268545,0.335588161212714,0.129720334966029,0.210701627023103,0.121891792663796,0.243667799210872,0.141134813323382,0.323175194623727,0.0641922725889869,0.0726338719641057,0.169811953206181,0.0818651005516996,0.213149781429022,0.0738501171798129,0.200183277507426,0.0888549212467602,0.147275611121478,0.538675429726997,0.228481212503947,0.111278221983035,0.328672274362373,0.151146560319043,0.415906585145835,0.0910767969390544,0.20840769579368,0.260995542347697,0.240687039928619,0.11440769065389,0.249992467383772,0.306939200036177,0.121794739129535
cg05191217,0.056159143075746,0.979579493087558,0.022025555610799,0.974774136291801,0.0399548582404144,0.977677896444133,0.0309727934981912,0.961657923799006,0.0312326997601033,0.991210785315293,0.0436963005492523,0.972784178535789,0.0578764375501471,0.975918775659857,0.414796199394106,0.976893336518757,0.0355962743517731,0.975377753925587,0.0168067226890756,0.977494599708635,0.057350331463539,0.872582472742306,0.0339133372751077,0.949239037984763,0.0420370034463994,0.959703974179246,0.948371279536747,0.0363671128107075,0.0276442307692308,0.950004368140889,0.042350615228532,0.0432372009836799,0.0292483916178938,0.966860090562099,0.0304671084532083,0.972406177610941,0.021969696969697,0.976581015342397,0.137964005268411,0.985562288000464,0.0220827706728096,0.935571440151266,0.0275432670439717,0.960708248619258,0.0571120242394056,0.966498866613677,0.0439604538324031,0.96908835670702,0.404421835257288,0.326763688310015,0.969494911854369,0.0533535186714377,0.96948432939234,0.174818100463017,0.967677319493763,0.065351860152398,0.975210600893789,0.959654590684242,0.966220308368751,0.0186461924161705,0.960017451463118,0.983135531026916,0.983467168800553,0.284162473759621,0.92787582776496,0.989259554319885,0.931151677437627,0.0988179140097699,0.885135220324024,0.971361110413101,0.317039014463578
cg02345638,0.670833724974152,0.74437461990675,0.712774070543375,0.70775361431855,0.718341057572501,0.793870489372219,0.690843266926534,0.784583694709454,0.720649233543733,0.762830482115086,0.668623837483393,0.706703605147086,0.614988189821774,0.698120253952446,0.650105417545146,0.783281107854038,0.672188462498959,0.78245610551554,0.717456452519198,0.771624415188772,0.76021646155189,0.805120126033872,0.672685140484696,0.742980045405664,0.739290780141844,0.753959484346225,0.799006132374709,0.674684829383599,0.709539553261834,0.772007599746675,0.666158362432509,0.707217261904762,0.697970585818749,0.805531202677931,0.75763168012303,0.787816250095544,0.762951477562933,0.781559865920534,0.638023630504833,0.748289399887829,0.746841803043353,0.787022457943151,0.683486878838638,0.830359514090395,0.706232631996824,0.778680611423974,0.759017101883048,0.807371965266702,0.627291242362525,0.564617569486711,0.706602964596349,0.769288070660849,0.718800214247456,0.716761805915932,0.776834862385321,0.637822260300646,0.796899883214779,0.759897172236504,0.831726224238987,0.679072964745164,0.728509033154656,0.828806064434618,0.830074942978169,0.636458836797165,0.812064965197216,0.817641316887035,0.802169592580325,0.790561183470011,0.70355014252397,0.797497155858931,0.659070077493542
cg18710053,0.0172103575060627,0.234275885491416,0.0311626195732156,0.326074906158484,0.0244223687526047,0.274307212536207,0.0254103343465046,0.223555315190434,0.0415871560777271,0.317086185097903,0.0127140193253094,0.314516162838101,0.0242454625209356,0.389687322642015,0.0427086776100768,0.280326534764254,0.0163543555645107,0.289898063750607,0.0203321932692126,0.308329079362853,0.0195528580208974,0.128986081613435,0.0273813299503119,0.260083761981055,0.0183344292731985,0.283231443843421,0.306758895597632,0.0201051975915288,0.0213875195545449,0.418332149973661,0.0310045662100457,0.0388373618179213,0.0193153851890521,0.215341460783256,0.0313229924093217,0.354724750758561,0.0201847797855367,0.186265269849995,0.0362538717199137,0.315138450753593,0.0272529035760077,0.360959604140357,0.0346256771751191,0.187739051076178,0.0430251492672336,0.160373539956054,0.031227173119065,0.245331630908137,0.0203079422515969,0.0467329930959615,0.251577909593232,0.0199713266428833,0.200476354633489,0.04376629018245,0.440561888519882,0.0224196425448568,0.356078458552814,0.318124407957057,0.481332929132757,0.024516369047619,0.467686727870339,0.388730752083405,0.0728379627113116,0.0652256878187559,0.361149443948372,0.384302707872557,0.212901914084057,0.0341022462738459,0.250066927236708,0.178304226017325,0.0399555740663612
cg19948393,0.0465034186919187,0.69350036732011,0.0116027673681176,0.539495731269449,0.0209842618036473,0.627156244484026,0.0022707697126301,0.738953244408275,0.0367903222745474,0.60854665259636,0.020224,0.645549562301534,0.0119439155270902,0.65365890195491,0.18982683982684,0.601981610305251,0.0226986883871354,0.615309967323978,0.0076074235077746,0.541353711790393,0.0545476536042574,0.648955393895462,0.0206178945340099,0.645980428589124,0.0294002043864476,0.575781157882325,0.637672601744186,0.0290571926259254,0.011071836989292,0.580923499043287,0.0029578208833404,0.025833280826665,0.008695652173913,0.498639250075597,0.0084268236966343,0.565813987875203,0.0092130248259371,0.601664709396955,0.0593492353200327,0.528511465566128,0.0140546897971185,0.518582725466402,0.0336638452237001,0.580870520389949,0.0213764913831198,0.566018841332245,0.0089545129792807,0.609069797944954,0.0541015705493284,0.125175413976986,0.708428054222447,0.0443559653534507,0.712996549588605,0.0491832491832492,0.631596239446869,0.0328614762386249,0.66987702289097,0.655105892220591,0.686731598275587,0.0176848874598071,0.714993190541042,0.742449449705657,0.875013844279544,0.0504718417047184,0.656113623740379,0.679529499279371,0.646439227810332,0.0225131820605486,0.633240855076415,0.577385075433765,0.0632481819876935
cg22225420,0.937834622248662,0.9516711833785,0.959123406900839,0.964752333094042,0.949406009783368,0.921392524163887,0.930697008274984,0.945232596502804,0.938045868677348,0.945440956651719,0.987186595207294,0.937012934843737,0.939899638230832,0.954622297357416,0.958637014888183,0.922347251929694,0.950109578445275,0.92090112640801,0.960242959690779,0.931703531237874,0.901502219187436,0.949384530589748,0.905776729844926,0.920360164557945,0.956521739130435,0.952434039390561,0.937953957897329,0.929479470881292,0.935581278309009,0.955906450171309,0.925916178695967,0.947203689976114,0.932794381838968,0.926610169491525,0.958501411859621,0.906620689655172,0.982878489156376,0.945047145898814,0.961707470182046,0.94509008657671,0.945459927477244,0.956262763784888,0.977885073915117,0.906757464641173,0.958020009154515,0.967798157523446,0.953998073217726,0.925102231150011,0.94418575774508,0.962006883770188,0.952056635899274,0.960451054093806,0.917403803626714,0.949622013909888,0.926856594110115,0.968300177907165,0.952133952133952,0.940654104396794,0.955763504891535,0.959470146302887,0.918835351713476,0.937423991155334,0.929819307177798,0.948546659867415,0.957708734611842,0.984114832535885,0.890384615384615,0.983362693286357,0.944159236242457,0.942009236126883,0.937241721306959
cg26313599,0.0822319105305785,0.758387492255164,0.0966179214057893,0.849511290446966,0.025217912036729,0.715398221956766,0.0243438877431356,0.603434800633406,0.0169125584742713,0.797336187930005,0.0173737794919907,0.623346140412155,0.0191953599705395,0.967215602944525,0.419689119170984,0.931288909384367,0.0159503766061143,0.719095463813861,0.0144928573985894,0.663533139688408,0.0644390616186084,0.790879806247268,0.012241819371297,0.719278438456521,0.0479082069813359,0.726951099458685,0.833650338311871,0.0536825848569251,0.0190949016612564,0.772990603720836,0.0192683607930746,0.0266265513350884,0.0207671209020854,0.582178048363041,0.0250204027905752,0.631839416108137,0.0251967309479113,0.687772354889315,0.191106811422839,0.679112844260297,0.01637952382637,0.67650275767378,0.0483969956454394,0.887720019981781,0.0922158337019018,0.690512809339897,0.0760882457596964,0.785978317497333,0.236675100870637,0.318470319634703,0.824643596229018,0.124864649227788,0.801926633360015,0.127998398846603,0.814683240719922,0.318924167883988,0.778694801327321,0.764629646085208,0.787166979362101,0.0778969085055172,0.784451840957762,0.889278963002971,0.835934619638687,0.279392009552714,0.832644673078681,0.712913640032284,0.756220781927723,0.0237083492072795,0.663350936622013,0.617507054084907,0.31286702657535
cg18628255,0.0227334667207307,0.924052665382145,0.0333740617908885,0.931141506369772,0.0286655888571073,0.927668797296304,0.0308888919864513,0.933970204528238,0.0352475517794384,0.919794577448833,0.0288239058479634,0.939735970964783,0.0503271383221306,0.931258106355383,0.246119667357171,0.945480086563651,0.0245431585202793,0.937865705538968,0.0315178158801472,0.929140252692809,0.0315501757126123,0.938065245478036,0.0194914117015566,0.919919454770756,0.0227414673573607,0.944434323191838,0.94173077798516,0.0299033427305679,0.0331937238232169,0.938195777351248,0.0271108317619946,0.0076743410076743,0.0305230557467309,0.907142453440397,0.0305991343081315,0.918640699093727,0.031317817855272,0.905478023740776,0.0873326150531014,0.960636794413501,0.0345047092779107,0.910777243589744,0.0424521675610373,0.936564192417968,0.0427402836305757,0.901841912190601,0.0385906216241728,0.912136307847809,0.392351515735079,0.135119541509125,0.934184184184184,0.0739570388780401,0.928252356946821,0.069464687955479,0.925227142506344,0.0451091627986935,0.939979183531861,0.922195648819627,0.932963869589389,0.0479050688543803,0.925129054377499,0.967498372748969,0.940974988051617,0.107319243670888,0.942202695785702,0.936616963004825,0.935966373826113,0.0287932506143721,0.928868867353119,0.924719701014415,0.146865769609452
cg11738485,0.0368466152527849,0.0459790415636406,0.0311959558334442,0.677189988623436,0.0523069176055895,0.0579007056451613,0.0666266506602641,0.717505015763829,0.0337761624263692,0.0361128245387764,0.0442651014918073,0.0371068799805341,0.0814214373597742,0.936845747902068,0.0453257790368272,0.0579007245075145,0.102381836507347,0.949274255156608,0.0481101943039659,0.0455878432418022,0.0795214212339114,0.661266049758253,0.0710528068189385,0.668169288146587,0.043919846280538,0.0630891950688905,0.0477317554240631,0.0546630845989363,0.0529121310739535,0.630201510632961,0.0493027508953745,0.115714364732563,0.0411089866156788,0.0537544007146235,0.0704202844510733,0.956908994895265,0.090729531697993,0.671096032419188,0.043936853869796,0.0311239540063813,0.0353313968840771,0.037655601659751,0.0689431381358894,0.715195043910409,0.0855286062434722,0.953890829180238,0.0931320217579178,0.617355004446201,0.446789574062301,0.374479889042996,0.950876070085607,0.091499149284769,0.719941765499609,0.0415432220686023,0.0523169959918431,0.12843263884989,0.734904109589041,0.957603472329871,0.688780859784577,0.0736405591599224,0.672878524874726,0.792446899277022,0.831122252217509,0.18980927981782,0.6957232190554,0.0514014585713031,0.0444236176194939,0.0563638027266905,0.667456604702696,0.0563415239513527,0.227476500361533
