ID_REF,Pearson_Correlation,Mean_Blood,Mean_Sperm
cg16470655,0.28647068934831565,0.7323385015753959,0.18066586927054892
cg09166973,0.4751415363488557,0.8012162277111059,0.06956414809199109
cg22878388,0.146167654487205,0.6406448692267402,0.04798017295847724
cg04316233,0.007244265882040049,0.7475928001500106,0.0628154978265924
cg27306467,-0.003967997990249162,0.42497013573042747,0.04345794350637283
cg13990092,-0.08303246073560486,0.07655553945256365,0.03704964500675626
cg11596404,-0.18885520954414495,0.5299317017579981,0.9442391938885087
cg14384940,0.016377488135026565,0.5139094062281097,0.050317790161261165
cg01378826,0.43678227131926683,0.5630676933310486,0.5835325242315187
cg12326526,-0.0693996221869433,0.940953416474111,0.11600830254117844
cg02674186,0.3030278302954741,0.9224673150272781,0.15987433867634768
cg00678322,0.029640306651801698,0.5720076823130821,0.0665473499974246
cg02713706,-0.04497096237138277,0.7057757431231427,0.05401747787700094
cg22494932,-0.08645912598551045,0.8537452860827941,0.05394678628569186
cg10614809,0.14132961574925296,0.15949506959212276,0.08237091252204055
cg20811988,0.24918392389043406,0.207931198646747,0.11665864479588095
cg06357843,0.16171616655921153,0.9398212252438258,0.06543929810471318
cg04257913,0.0803356903118237,0.9116084277657784,0.9033443210865668
cg07594247,0.0769938936038525,0.6650253851416512,0.10765458107498652
cg16334098,-0.24009191517806291,0.9563852726103608,0.926635044430151
cg25726756,0.3103078378286096,0.9506989677948493,0.2103820353265489
cg03264133,0.1746004201871218,0.5520803581219645,0.045952237215666825
cg18388910,0.2354703725114465,0.671645827730669,0.08227478407417523
cg24505778,-0.43215968828773577,0.7147849784232518,0.5348615402831378
cg05903289,0.3672465725275369,0.6176110437625829,0.03657942722242551
cg25795258,0.23215646458966113,0.8247386669021852,0.11810786207786796
cg19302410,0.023270442558116822,0.9205872625244778,0.048615801855489485
cg23218559,-0.19404306608760338,0.14970470702631797,0.018256167324906872
cg00124993,0.3110266648882647,0.33879793528479724,0.03899317334132996
cg24833819,0.10736606749910219,0.7244773966684228,0.04787947057686685
cg11750431,-0.3806041845733319,0.971772415597017,0.03754657882253234
cg05049822,0.7263254069408867,0.9081722193545178,0.798179090654738
cg23549902,0.07510439847738441,0.49273711248933927,0.05315959095493479
cg25330361,0.024892290372328138,0.06466508288510729,0.023491371019554595
cg13687331,0.11594641996200639,0.5067356115346885,0.27123349796719526
cg08859406,0.11101598635014095,0.763239876382995,0.8855529025765044
cg06643849,0.3065718343276525,0.7361621930102122,0.03513651264800559
cg10959344,-0.35606593668276276,0.83955757376912,0.811786644461528
cg06766960,0.32564981207214805,0.8560000254878065,0.06802225126780254
cg07366506,0.197193820709778,0.7716024000768859,0.034716442635905315
cg01185138,-0.4593549219144052,0.7215409991602383,0.6324196694397672
cg25010929,-0.25599377043412835,0.9474180483203121,0.9614536264763552
cg13749113,-0.03027733669137037,0.438264341193699,0.06621596635954528
cg13126279,0.46798049243116996,0.7002163049012831,0.3318172429332465
cg01224922,-0.05205891679752799,0.9195506263543457,0.9191632357468451
cg23188684,0.72555549335143,0.4895893195192764,0.8451893593983584
cg05155812,0.06903586507146196,0.7419245972783454,0.09201209397078673
cg23738842,0.21747452491558317,0.7667818881652799,0.06197180526921907
cg05282260,0.013484667634772017,0.7725253174910022,0.08158705707910903
cg08677398,0.21830873383764654,0.5044884564213593,0.08060738939395765
cg16409109,-0.15672190875498526,0.974800364133119,0.9541742334041067
cg06910049,0.30448649388673943,0.9722741257676989,0.9753614888851573
cg12512466,0.08731889613323089,0.9152163222643074,0.8964876664899538
cg07726457,0.23636017401624695,0.8897786677503415,0.9097994163583304
cg23106378,-0.09293139904673559,0.1725070027637356,0.9410275279094975
cg10044179,-0.023790740714859062,0.5640526271576977,0.03343126866130397
cg26865747,0.28728086323192625,0.6680864367012992,0.06283963597351831
cg07804434,0.8261309485710969,0.9572678347244105,0.9661833533613688
cg27353899,0.20836153814556943,0.38410297801642673,0.03834568426770456
cg01006802,-0.030904085360355077,0.08051284634209781,0.0427710960045762
cg19703614,-0.4373538747681107,0.8791617919869683,0.38733269895907874
cg14057352,0.047833652089268194,0.7874416764077967,0.36010348283187
cg06679305,-0.2525426482977068,0.5425138155220705,0.46829261820978785
cg15162320,0.42635083982096245,0.7908875222443804,0.7664514671463903
cg00601450,-0.0237958005364389,0.8146326788358407,0.1042868376843147
cg02646665,-0.15198321737701692,0.4349133846908929,0.8440390022478038
cg19431051,0.03153068404386712,0.7889023053752517,0.042404046003226434
cg21167402,0.6156659152035013,0.20528442404397976,0.058250658438604434
cg10438391,0.06614396831442823,0.2849262624723731,0.9538179364839591
cg20492230,0.935017263015267,0.8208035856524468,0.842183462976909
cg21158163,0.23872603765439543,0.76529701741698,0.038630882314861247
cg13600420,0.05281009049765483,0.6666044013534874,0.0840206149093926
cg04624074,0.18783147199862327,0.7046197866825513,0.45076439672885027
cg08767820,0.1791397764481677,0.3900357681090207,0.022532129269065275
cg26250870,0.3383593000642113,0.8766790348990033,0.8088953507065619
cg09827761,0.4598229659594779,0.2405952894211955,0.05420868531801197
cg10955566,0.26798653299558944,0.8353978959538464,0.06346775458606466
cg00755130,0.055614101745591074,0.6353130629668687,0.027402147808811582
cg09121569,0.932921810882005,0.79240706067178,0.8154440123428961
cg26000619,0.014123691805127608,0.18224553751763573,0.02878700167588858
cg18938392,0.21142997192329932,0.7484862046874836,0.27815783813819117
cg22325292,-0.1893281762720779,0.7136957925334041,0.030535736752915984
cg07645761,0.023609547288522832,0.6453724243951946,0.03850382827412769
cg24502334,0.22495514411169332,0.4119915051752524,0.07861171457090754
cg15877520,0.07108981914284888,0.14428067697711594,0.03600935262496414
cg11343894,-0.2067056838296861,0.4871951234774175,0.9464462954545272
cg08048268,-0.08886029398213706,0.5685326725972647,0.04419033493274062
cg23860436,0.2303994520684682,0.7997386474238496,0.8637381009781162
cg21724239,0.3850095234865553,0.5354333570549547,0.05574270555836746
cg16307866,-0.13274079327911117,0.8809475588686692,0.9643207247477845
cg18402987,0.059226757395986845,0.1769389927770248,0.027681429567283606
cg26744682,0.035632831839434415,0.5765230593742837,0.1095497467379332
cg10010249,-0.004121268654386447,0.6295753008757864,0.1476412149725542
cg19901468,0.837563765518311,0.8810774778273098,0.8815595568136901
cg00733705,0.12703240830411455,0.7145879205065864,0.6601586248579269
cg00290607,0.8222670331823997,0.6020488157624017,0.8775466562665573
cg08835342,0.1935960472826804,0.8791558746170919,0.032034178311747596
cg00596207,0.2376823667090435,0.6591927232269789,0.8300221775443618
cg25239986,-0.14773103071446717,0.760227911040702,0.36246329820992473
cg20945055,0.04714881674556673,0.869402367202932,0.9255256827968216
cg27566812,0.04955643637614504,0.9380568891086718,0.6033641575759123
cg25210835,0.22525637522364866,0.34354550542965334,0.04165609042966365
cg13303179,-0.050339167203526526,0.6529047609959713,0.05256477763909502
cg18888461,0.06923907456035253,0.41582233677077224,0.02633064070269853
cg02124887,0.2867192711717295,0.312875226677503,0.16308176021230164
cg13692658,0.7483544679587758,0.870260155831652,0.7793662225224212
cg08242232,0.2587678868405879,0.8729367949450261,0.5835691812278292
cg26668828,0.30500329807177257,0.26851182192952294,0.025420185237696992
cg01777861,0.09441600807785432,0.3826926986755122,0.032691246898120446
cg09021118,0.12183580888425738,0.08902794674801309,0.37391879398366956
cg24536782,0.031232825321976066,0.555413449794816,0.14887834430301336
cg18762806,-0.37781716814104443,0.6397893264289201,0.04921424876878866
cg06494592,0.023122688169802633,0.10923806812326288,0.027163058472349563
cg03847932,-0.02312232783674169,0.7862231762313802,0.04787112018256688
cg05874523,0.9619686944470519,0.8077685881484472,0.805020050446766
cg02613370,0.13872297833457134,0.5042957508762809,0.038189897924964085
cg18831899,-0.09619519439221119,0.7936029446257031,0.0708282378851761
cg12092932,0.16482404708752935,0.04628257833816309,0.05241532848466692
cg03995122,0.28624517116067383,0.014848228149530272,0.015221660682557462
cg05781417,0.3591233293447778,0.21413262946514658,0.057444768154248545
cg03961510,-0.04165440101738718,0.9056546444834586,0.03395138092433709
cg15611936,-0.45162267638724846,0.6469174530843397,0.6057483281239815
cg25012739,0.35512479448958983,0.384092831850466,0.3422614215488908
cg02331910,-0.4349160152035866,0.5253740639116364,0.9350384047262894
cg08508887,0.9420985501081979,0.926937169352146,0.4712180058269223
cg26558363,0.015584457579877399,0.7374470117821368,0.6377017911114621
cg22905511,0.030304134247563442,0.2725197197082588,0.03714063538866828
cg12686110,0.9283615617125509,0.06358715290592432,0.07138176695941255
cg19529146,0.2780692362936744,0.049782466181224796,0.2741490157644052
cg27137258,0.15709661454749707,0.12854327937153762,0.03945878619477535
cg11010528,0.25966574417383287,0.014116946580023732,0.013314528879932409
cg10714510,-0.3260752489150513,0.8483001375628139,0.04349073700810375
cg14089267,0.3386325810749215,0.4895754623092822,0.06418686060960185
cg10208897,0.16749594661746928,0.7831888146512631,0.07388290221144443
cg12744031,-0.00876388912777907,0.3777213612210461,0.08658302737937144
cg15236483,0.3254708693958623,0.3645327077766523,0.04664790102191343
cg20085925,-0.005033754837069829,0.7274349756350643,0.05627249750465891
cg25301532,-0.00892991923968909,0.5703763845644341,0.05834897829761676
cg02276826,0.1447745144877685,0.5722027257104265,0.4533459391682709
cg17920646,0.007858215266831878,0.5679461552242068,0.14423538404800987
cg00964333,0.010507725061197478,0.9016095321405165,0.06585937707209913
cg14038058,0.16531436101028388,0.3885414752201183,0.02905389417064049
cg01134260,0.4470233291721656,0.5815931029733896,0.06132520792959022
cg10980952,0.16873027565416757,0.8569634179832264,0.8649421452652508
cg12633154,0.09415104955388331,0.3330413105124124,0.044294355878487526
cg11100933,0.09230920529196346,0.40500396746544265,0.1924219418867818
cg26613586,0.13297757479147698,0.2909107893392539,0.19645600325959614
cg02565297,0.49517833540797546,0.8563180488119023,0.8581089387694275
cg02478247,0.09004910554116954,0.03866372656081023,0.03956282828555507
cg19882830,0.16853262223608598,0.38532426386702323,0.04762182968179986
cg13458005,-0.12989106650121235,0.8719350805112445,0.07308482348290456
cg16372632,0.20001735753458794,0.47557446064448605,0.057272790738719166
cg11062466,0.1272523979317575,0.4339665687963499,0.0760569075728935
cg08839808,0.23692993774490373,0.6265041099596828,0.07358932522835382
cg11579907,0.7211298611177571,0.7209936179890274,0.7326058267362352
cg25018832,0.3434121827278326,0.07997505067014839,0.4664289155606
cg05834845,0.014975916387728157,0.7138774547479511,0.03428041196461525
cg13567725,0.4004972454399074,0.5744633301038922,0.0796825048722073
cg25004981,0.28631280549152316,0.85414003672323,0.057350207701423864
cg01079515,0.2187051166906921,0.8436257501674991,0.08237788148025442
cg24938881,-0.05035384441336348,0.4381667892626484,0.04478324207719863
cg03517284,0.21413690686398731,0.5215887807432702,0.0725539303050279
cg18766791,-0.14496073658608014,0.7632929856410261,0.540505868711589
cg00157199,0.08370876685819485,0.36497739697159887,0.07473673801222934
cg02197629,0.5138679670168416,0.44834244202636325,0.10884382587200452
cg04944682,0.08738794511528816,0.7879368158560077,0.1961825994465126
cg17967673,0.007032386595025675,0.7131936970406463,0.038385349154313804
cg08449389,0.12345622911709365,0.1947685544006701,0.040663456877577095
cg14441480,0.025875930125942838,0.5150931292590493,0.026677498717934213
cg00013655,-0.5795201035837301,0.1505353074935655,0.7747201948531152
cg21051976,0.10659094729268757,0.4347294137617646,0.04155071718151753
cg03759229,-0.04400041093648179,0.5697422987701055,0.054862358843623386
cg00947782,0.21271671751264457,0.15924192684083202,0.02015943180588637
cg26227225,0.47320298480072664,0.4551251629917664,0.04732474682580693
cg25583180,0.5585225146205852,0.5849923312101969,0.09656241888176471
cg05785424,0.061561854846352196,0.22016861781362623,0.04314047582941329
cg00546448,0.10413541198406157,0.899903728790831,0.8748371722404992
cg13754948,0.3307602716221637,0.8171146570673283,0.9237783529409952
cg05019905,0.08825021943859496,0.047758432133133834,0.05019169667008222
cg17243628,-0.027651725981357848,0.8062913116263425,0.09549709059132978
cg02573091,0.09883534658589593,0.5867603827879927,0.12124916609589267
cg15616257,0.2041668255107645,0.8885978351342269,0.8730006315669969
cg02871941,0.28638764000206757,0.9372569505024391,0.11839734987134012
cg08699206,-0.08671889391277977,0.9625226247021528,0.06810684222448778
cg10687087,-0.013467947069994723,0.7740839022819893,0.2697762396556092
cg23982568,-0.026426471590166586,0.980356570158041,0.03965659786155306
cg16006841,0.00582826046335357,0.34509343721565616,0.03697407518343622
cg13185413,0.054133391276252274,0.17839081145219385,0.032485174577060336
cg13918754,0.12579403896165786,0.06416469889467752,0.029622522354061896
cg08945711,-0.1564156879257843,0.9659184011603749,0.6099379705901032
cg18570553,0.27339569109726636,0.022190739308367204,0.02279178501369485
cg04613945,-0.26974893046565784,0.7884977350478802,0.7672389139573055
cg26874229,0.2702306680405979,0.5752444636235976,0.07507831084922387
cg01252526,0.2689186197632753,0.2449570138425638,0.1619060266700321
cg08084154,0.33723976242139914,0.7758273581783489,0.07296091206747642
cg03748376,0.2841109599098069,0.18241437187616785,0.018834665764400734
cg22052514,-0.04497413376437252,0.2749271054310468,0.06365988974509226
cg05936219,0.4587744279929469,0.4887894681943793,0.05681270482876357
cg11909574,0.1234814837390291,0.6726024645581663,0.0520394957069238
cg04370829,0.08224420591547092,0.6448090155878952,0.049894152405916214
cg14029077,-0.21410383490265966,0.39669569639442626,0.2783535163492666
cg23338752,-0.07822477322362822,0.686697010665412,0.6420512644483393
cg02834909,0.37408932194021405,0.5305074707170572,0.044478706685761815
cg00867835,-0.06755829451351553,0.6437426235083448,0.9460419401037109
cg05573473,0.5645418385275237,0.933854308016505,0.9339097817303796
cg11608150,0.380943261830367,0.3243461148410987,0.02710624618979948
cg24246628,0.24965251386796464,0.47527655557927734,0.03938273085507127
cg18155407,0.37143009916660724,0.9294830019247267,0.06220195593050743
cg07657192,0.3204494648203185,0.037460231556457314,0.03527005857890717
cg15192736,0.16736208442264522,0.6974257975247741,0.06957966170227763
cg16906346,0.05521565435782207,0.43962898378642096,0.02198848566315791
cg19214594,-0.15081616832380526,0.10615233130105424,0.9450713596703586
cg05082376,0.25122187514217736,0.8838252339339085,0.08552731625858065
cg05857999,-0.06939593243993422,0.46782117555642866,0.08392857292563054
cg24616795,0.07644134454849509,0.98694820832159,0.9607599880907848
cg27464877,0.1766614289421125,0.041129965871620607,0.026271964045113488
cg01448562,-0.2658985371689428,0.9021567056800383,0.09149195011874744
cg08471734,0.1770800882002497,0.9687943024991323,0.9675568459091952
cg25507885,0.2038137871099494,0.8132577468070872,0.08836297508758781
cg04917409,0.16798881777266417,0.7958107302857844,0.7865162677677665
cg25472530,0.36756910907487716,0.5775442150309457,0.032202917114677834
cg01389383,0.8349703176185309,0.8425624943105914,0.8394178135527797
cg14147903,0.200429710836813,0.8609106531407132,0.5638465618769081
cg01668740,-0.11845540916912732,0.9160364291428723,0.9060394294947747
cg27169503,0.04660235515645324,0.022953464115542863,0.03049188960801665
cg05336808,-0.09767836002616931,0.45890507660786833,0.04170325530737927
cg19181528,0.0881023699115251,0.7781149648887764,0.04466761080326888
cg07772999,0.293332614093161,0.7546668074682749,0.20612487895806778
cg17593934,0.9547672708208745,0.919197394789245,0.9242448213582086
cg22519184,0.7090006100535172,0.37370467239836647,0.39865935471743347
cg23880151,0.3770863277450082,0.8164383430722889,0.06169619500682567
cg05453001,0.34573840522021604,0.8432214037963455,0.7089997113365676
