seqnames	start	end	width	strand	no.cpgs	min_smoothed_fdr	Stouffer	HMFDR	Fisher	maxdiff	meandiff	overlapping.genes	probes
chr2	171784898	171785124	227	*	6	6.01442706166288e-29	6.39757338413714e-12	0.000136308079980306	1.10389998837706e-11	0.117210597959347	0.055684699966596	SLC25A12	cg13267916;cg05866854;cg07170708;cg14744970;cg25189241;cg20720918
chr6	25882328	25882633	306	*	6	6.43650763686334e-22	1.27781628783148e-12	0.000511934762016775	1.931272184194e-11	0.157977884694075	0.0892745840381452	H2AC3P	cg15691649;cg07061783;cg03264133;cg01615050;cg03517284;cg24065597
chr3	195488922	195490169	1248	*	9	2.70702996191014e-19	8.06006746048902e-13	0.000973061065939345	3.22145937506317e-11	0.10367771702465	0.0482183709307142	NA	cg27353899;cg05834845;cg13752114;cg18918831;cg18713687;cg07341007;cg01310397;cg23170091;cg16358155
chr17	19881632	19882043	412	*	7	3.16947444117828e-20	2.89430065579778e-12	0.000944589733335898	5.1259344954517e-11	0.0286323633201923	0.0146724036759307	NA	cg11630242;cg15386366;cg22741014;cg26515501;cg25907965;cg12065943;cg26942963
chr6	31275267	31275881	615	*	12	5.68219695586732e-19	8.91922501311165e-13	0.00541822980052925	7.0036946297004e-11	0.0509951024237323	0.0259460659626018	USP8P1	cg11794033;cg03555881;cg25107000;cg14801238;cg26343358;cg27071793;cg03709428;cg27258561;cg12076350;cg02446475;cg17250082;cg08762424
chr1	205818484	205819609	1126	*	14	2.38662423137316e-16	6.03018018235218e-13	0.00930630546444071	8.41597225523207e-11	0.0743832274742568	0.0240762717810835	AC119673.2	cg03461704;cg06815965;cg17178900;cg26354017;cg14159672;cg14893161;cg07533224;cg12898220;cg05841700;cg11965913;cg07167872;cg24503407;cg16334093;cg07157834
chr19	57741934	57742423	490	*	11	3.7252850672453e-16	5.52007072182188e-13	0.00989522886281387	1.27410354956984e-10	0.0822267375409009	0.0350818952176293	AC003006.1	cg02283796;cg15128510;cg25802888;cg08268757;cg19568003;cg26332114;cg14370847;cg19603903;cg23371413;cg06643849;cg25432232
chr3	125708905	125710226	1322	*	8	1.15514796427014e-21	3.75378483447695e-09	0.000612011026654208	1.82865644330516e-10	0.0638227553205968	0.0208595149473175	NA	cg05179035;cg02807482;cg06494592;cg02772935;cg04553112;cg18479299;cg15145296;cg02447542
chr6	32729130	32729647	518	*	16	7.09523591043913e-18	9.3736972686167e-12	0.00592196112750521	1.98706739781877e-10	0.0801123610238289	0.0270241568130173	NA	cg07180897;cg04418355;cg20645912;cg03926206;cg13896204;cg10714510;cg21139325;cg09739413;cg14441480;cg02964065;cg15255946;cg00755130;cg27160348;cg18026055;cg15321244;cg18609891
chr8	145164209	145165189	981	*	4	5.65928210989937e-18	1.89042498663692e-11	0.000422779696946566	2.56865923043157e-10	0.140598821983557	0.0956861116645965	NA	cg16311044;cg12588126;cg18925846;cg03852276
chr6	30039142	30039524	383	*	15	6.85450151967809e-18	6.52999050975897e-12	0.00406455945020887	3.02049536509643e-10	0.0707199139283523	0.0320566801898116	ZNRD1ASP	cg00947782;cg03343571;cg13185413;cg06249604;cg20119745;cg20249327;cg15877520;cg13918754;cg09279736;cg07382347;cg13401893;cg12633154;cg16078649;cg10930308;cg02188185
chr1	92011732	92012736	1005	*	7	1.70397012285494e-15	7.34191825581061e-12	0.00272916520877177	3.1961651844795e-10	0.139883043508555	0.0594351548953869	BRDT	cg11705954;cg07017454;cg23098371;cg05527459;cg12403142;cg13639937;cg25838465
chr19	21264896	21265421	526	*	7	7.75282588653236e-17	1.65549036852477e-11	0.00203880146532993	3.89570250924886e-10	0.0764412774469382	0.0317955157754488	NA	cg01483656;cg19882830;cg17751872;cg01326874;cg15174294;cg06238316;cg09352518
chr11	18433500	18434354	855	*	11	7.51905927139201e-15	1.33064867805007e-11	0.0080793572730936	4.91885940083068e-10	0.0697934383862953	0.0244798308154086	LDHC	cg07093428;cg19767548;cg14332815;cg11821245;cg14259717;cg08418111;cg21471707;cg09332484;cg05740244;cg07398106;cg07415359
chr10	43133935	43134302	368	*	8	8.27593289956849e-17	6.42805103306479e-11	0.00199785782441712	9.48527145512165e-10	-0.168678640224985	-0.0852712355637813	NA	cg14236862;cg03180457;cg17591832;cg13222854;cg24494556;cg18601299;cg13590978;cg10001458
chr2	731073	731594	522	*	9	5.25074865478805e-15	1.33266615908953e-10	0.00436499253833868	2.98341167236599e-09	0.092208459143746	0.0293805508331883	AC092159.1	cg21665850;cg01267068;cg14222729;cg17035276;cg01479768;cg02310723;cg26476930;cg20057198;cg08280036
chr6	291634	293331	1698	*	12	2.33294898443306e-15	2.54197774288725e-10	0.006872295367114	3.02107330466139e-09	0.045824563793343	0.0243206671773643	DUSP22, AL365272.1	cg02955261;cg07332563;cg17876578;cg21548813;cg03395511;cg18110333;cg05064044;cg11235426;cg01516881;cg26668828;cg01171360;cg20619695
chr13	111465028	111466427	1400	*	6	1.1821960891465e-13	1.09390792017394e-09	0.00186630950014845	3.16722619558246e-09	0.0926468649702354	0.0522646814485794	NA	cg03427330;cg14361252;cg23904161;cg05343328;cg05852786;cg26749154
chr1	153599704	153599831	128	*	7	1.62604479282747e-14	1.23686016736575e-10	0.00376067002478746	3.49427479670057e-09	-0.0609372306731137	-0.031361277198812	BX470102.2	cg11343894;cg27469660;cg11915664;cg11596404;cg19335413;cg02873163;cg02331910
chr2	213696794	213698158	1365	*	6	5.40845742925554e-14	1.58134882045929e-10	0.00285074122878334	3.8777312837783e-09	0.119365114749099	0.0653006259634096	SPAG16	cg16865291;cg22265452;cg22533762;cg08122831;cg27329091;cg20369299
chr19	49540073	49540333	261	*	4	1.29334999566661e-15	5.00246030654847e-10	0.000865282792958045	5.62101020560263e-09	0.0524267544139404	0.0455231944438019	RCN3	cg24346124;cg02355049;cg17164520;cg05557673
chr15	56298972	56299636	665	*	5	4.84005904507692e-16	1.90602825800251e-09	0.000511882114819826	1.13789270701358e-08	0.0805250694386379	0.0528576377762746	TEX9	cg03866982;cg24530489;cg08306218;cg14121685;cg19533760
chr2	130794753	130795713	961	*	5	1.32428749392324e-15	1.58225258199671e-09	0.00129350859400285	1.29473910772573e-08	-0.261693176226537	-0.176452995730632	NA	cg25239986;cg25180228;cg18480627;cg06679305;cg00271807
chr2	118616155	118618151	1997	*	12	1.63387299022016e-10	1.45042288393765e-08	0.00617966934386114	1.69295947472253e-08	0.104188083273421	0.0303312196054727	NA	cg25619440;cg03288922;cg22762992;cg06940110;cg24213669;cg00046336;cg22545206;cg19095317;cg23829273;cg07643322;cg08569850;cg19263433
chr17	406137	406501	365	*	7	8.60871697438515e-14	8.61591545693759e-10	0.00339234897614208	1.88663122089622e-08	0.0795850218931622	0.0366044914483816	AC141424.1	cg18727120;cg00416177;cg04370829;cg16835101;cg20547929;cg00430613;cg01214346
chr6	27510911	27511179	269	*	5	1.11453817193541e-14	3.94011359903088e-09	0.00145643577992176	1.92678306728986e-08	0.0292445180252933	0.0235400206887595	AL021918.3	cg09807481;cg00570207;cg12492942;cg26105725;cg04212047
chr5	42923833	42924694	862	*	6	1.45339999980299e-12	1.74193675455165e-09	0.00251838840142577	2.47566247583789e-08	0.0963659617207213	0.0576495747553775	AC008945.2	cg03258975;cg08337341;cg01550017;cg11206167;cg24833819;cg21041447
chr16	2892518	2892809	292	*	6	2.89227485507083e-15	1.4284017980583e-08	0.000694212390405016	3.05706909288738e-08	0.0223587333474342	0.0177478434062545	FLYWCH2	cg07645761;cg00491180;cg01006802;cg03625141;cg27137258;cg10448227
chr11	6291951	6292511	561	*	4	2.37849994313643e-13	3.70978904619836e-09	0.00133852122640608	3.53977949293286e-08	0.143492416656117	0.0702900997313556	NA	cg26313599;cg04585209;cg18706028;cg26700447
chr19	12876846	12877188	343	*	4	6.04954907733298e-15	5.99108480207814e-09	0.00045006678900219	3.82087962349435e-08	0.119576002233105	0.0701253524684992	DNASE2	cg06417478;cg04657146;cg11738485;cg23899408
chr5	169659845	169659863	19	*	3	4.26471922213546e-15	6.9394621450657e-09	0.000470157747592142	3.9710203536869e-08	0.0921352630262381	0.0742379458566588	DOCK2	cg00982641;cg06417125;cg20758593
chr13	19449177	19449721	545	*	3	1.11453817193541e-14	8.222163908891e-09	0.000475107172915437	4.62877380594854e-08	0.194005390938367	0.133682446975242	TPTE2	cg08874067;cg24135336;cg14618186
chr6	156983263	156983315	53	*	3	1.58818413194612e-14	9.08441504475484e-09	0.000571412597221397	5.26351033048081e-08	0.103791793258526	0.0682870237376603	ARID1B	cg05282260;cg08839808;cg00269725
chr14	75981868	75981936	69	*	3	4.74939663845069e-15	1.76818091026638e-08	0.000309787687890096	8.11555871421147e-08	0.0242055578897485	0.0195919477507081	IFT43, TGFB3	cg01624173;cg09415825;cg07192082
chr8	144371537	144372051	515	*	5	1.78296682190208e-12	9.0784669326623e-09	0.00241629098555223	8.93821638251628e-08	0.077332720515644	0.0396631126859975	NA	cg02530860;cg03151810;cg11388673;cg08799779;cg11750431
chr6	127796683	127797022	340	*	4	2.76707595086262e-15	2.0929452069267e-08	0.000452296228507977	1.04463787205814e-07	0.168366992736459	0.0869491117254523	THEMIS	cg20390711;cg14079463;cg20513398;cg04580344
chr2	91936703	91937035	333	*	5	1.13142279206071e-14	3.09238982414479e-08	0.000719322722091514	1.18212146080482e-07	0.0883556327926392	0.0451230152402079	NA	cg14403516;cg12062127;cg05354971;cg05783750;cg24938881
chr15	101084442	101085177	736	*	10	3.98313210273446e-12	1.02885286033606e-08	0.0144929392797226	1.19685335062427e-07	0.0644716249868995	0.0382280828401994	AC090907.2	cg00729708;cg21819984;cg26173375;cg21895387;cg06679270;cg11499780;cg25004981;cg18388910;cg06777813;cg19021708
chr12	48690449	48691036	588	*	6	1.22374598182378e-15	9.7381139163216e-08	0.000659862137669009	1.27748504355711e-07	0.0554791599000421	0.0198025004196607	CCNT1	cg07449804;cg00201175;cg18878907;cg06600725;cg13904562;cg13952159
chr2	130345044	130345405	362	*	4	9.99521969508805e-12	3.14836803451185e-08	0.00202475860377307	2.4684108273308e-07	0.0808691958182164	0.0556088738034122	IMP4	cg05962382;cg05903289;cg19182557;cg14789551
chr2	30669597	30669952	356	*	6	1.09707371437594e-11	2.19081973119899e-08	0.00342206434039698	2.47013724462898e-07	0.0520866565911937	0.0308891615201619	NA	cg12454169;cg10326673;cg15652532;cg17749961;cg03795903;cg07150166
chr15	25123287	25123491	205	*	3	5.43174502246537e-14	7.90339849492331e-08	0.00031801357622841	2.65563853236431e-07	0.0363154355671266	0.0241543416558264	SNHG14	cg27644292;cg08560373;cg25657700
chr13	100218552	100219013	462	*	3	5.09785289934125e-12	5.62690475502197e-08	0.00097237822321862	2.96436375409872e-07	0.0893350056294344	0.0585210350064067	PCCA	cg17910899;cg20066226;cg13752184
chr17	5018984	5019989	1006	*	10	5.79682267163404e-11	2.11432117624514e-06	0.00390493887282512	2.96589268831844e-07	0.0567448442808062	0.0206109647135914	KIF1C, KIF1C-AS1	cg21926094;cg18831899;cg09151754;cg05918002;cg06675248;cg27362525;cg01120173;cg05364567;cg07670516;cg03995300
chr4	187422035	187422119	85	*	4	5.81112749103608e-11	3.45519673867336e-08	0.00331862424222909	3.26259053926661e-07	0.119736153707863	0.078593417692021	NA	cg27420889;cg27327312;cg16786756;cg21004358
chr11	17411712	17411775	64	*	3	2.3157015526211e-12	7.18290752427578e-08	0.000778740567993406	3.43342133188959e-07	0.0558323431739887	0.0433938980273922	ABCC8	cg23065768;cg22937444;cg01379234
chr1	1003126	1003529	404	*	4	4.88105943734236e-12	9.19946762386882e-08	0.00104533675442858	4.52158651406897e-07	0.120029095539656	0.0634782829273833	ISG15	cg10955566;cg08709360;cg01244934;cg15899727
chr1	9131622	9131783	162	*	3	3.12017879530095e-11	1.24424238146172e-07	0.00120955054252999	6.22444415465253e-07	0.106922067565885	0.0719645249183836	NA	cg02289343;cg17554996;cg17243628
chr19	38039469	38040340	872	*	7	1.09116227999463e-12	1.86669981754447e-05	0.00180391063489061	6.57967412087144e-07	0.123149960390341	0.0373005277356643	SIPA1L3	cg25757140;cg00879218;cg17967673;cg04495619;cg04266189;cg02271380;cg08083988
chr4	25162716	25163346	631	*	4	3.50369220052194e-11	1.18669448251804e-07	0.00227770886087688	6.96919308421188e-07	0.091239656464242	0.0450645449710366	SEPSECS-AS1, PI4K2B	cg19113954;cg02722613;cg19494702;cg22877957
chr12	39538604	39538854	251	*	2	4.40609606394316e-15	3.20074831447084e-07	0.000184710583821355	8.14290196407468e-07	0.0503861809475782	0.043357558441663	NA	cg03562770;cg20762480
chr2	18765848	18766022	175	*	3	1.32603144569088e-11	2.02425737413237e-07	0.00082858014101974	8.33853635345495e-07	0.131589817385407	0.106044632034186	NA	cg15750303;cg20702390;cg04391048
chr2	105853494	105854051	558	*	5	2.73545515358249e-11	1.24104764514852e-07	0.00191667865949362	8.9280332154019e-07	0.0634886086238815	0.0433777042860001	NCK2, AC010978.1	cg22022881;cg27422857;cg26874229;cg22878388;cg18192325
chr6	56295546	56295629	84	*	3	7.4047583701201e-12	3.11934515692889e-07	0.000688365827942879	1.0009706660361e-06	0.101193066936352	0.0786810643108363	COL21A1	cg26345160;cg09377915;cg00630268
chr16	55794282	55794910	629	*	6	6.94816720628487e-10	1.14447170755412e-07	0.00790733531159403	1.04046111224316e-06	0.038170932382217	0.0233328985261583	NA	cg19319125;cg04322176;cg27396498;cg16372632;cg02649063;cg03998338
chr9	2933121	2933130	10	*	2	9.36281757141439e-13	4.23779573273606e-07	0.000200539328144197	1.06119958635924e-06	0.0925123020641896	0.0894773942319728	CARM1P1	cg14580996;cg00260807
chr6	27185676	27186199	524	*	4	5.56278346291947e-11	1.81661804063722e-07	0.00164197192606783	1.12614481769613e-06	0.0807217444654466	0.0514482966409417	NA	cg09817162;cg10279314;cg09395805;cg07555084
chr18	14458692	14459174	483	*	4	5.4828892346649e-10	2.38768846369349e-07	0.00298895936462327	1.38707893712681e-06	0.0553875008632354	0.0483492047977326	NA	cg00678322;cg23827972;cg06815579;cg05525305
chr11	1283946	1283970	25	*	2	2.3685059012817e-12	6.89436761460256e-07	0.000218040296294572	1.6622163260192e-06	-0.102524930717879	-0.0853706981674292	TOLLIP	cg01274643;cg15363314
chr19	38943525	38944048	524	*	3	1.0364955210358e-10	5.40692322208537e-07	0.000942960687126017	1.85380553803316e-06	0.0911045394396892	0.0651701184039893	AC011455.2, FBXO17	cg02753903;cg24377285;cg22379212
chr12	52281676	52281901	226	*	6	2.11794405877589e-09	1.4595873913068e-07	0.00756121636450907	1.94086331624466e-06	0.0366486383434252	0.021673404017218	KRT86	cg19974223;cg09755932;cg10384244;cg19948393;cg26279928;cg04349021
chr5	28927606	28928735	1130	*	4	3.28905867667914e-11	6.44964183324002e-07	0.000522910220001902	1.96595280967442e-06	0.11115434318368	0.0726339254419037	LINC02109	cg23102195;cg11015470;cg22863700;cg04832019
chr21	15436260	15437169	910	*	4	4.89217835502193e-13	1.66638871385946e-05	0.000458574506552228	2.04965151023098e-06	0.132630349518803	0.0720552742035301	AJ009632.2	cg25507885;cg11516613;cg01145948;cg11952263
chr5	23507458	23507656	199	*	8	1.42374231432334e-09	1.28841865078682e-07	0.0117057595229916	2.05757445511191e-06	0.0868170063149354	0.0308493158175035	PRDM9	cg19837938;cg02444433;cg22603366;cg09166973;cg07011961;cg25472530;cg22079902;cg01667892
chr8	599525	600488	964	*	5	3.97060159484497e-11	1.04388212380466e-06	0.00319081080518835	2.10212711245941e-06	0.10078586230749	0.0722906825224175	NA	cg00450029;cg23958373;cg07234876;cg02524346;cg26554054
chr18	72837531	72837700	170	*	5	3.58246814310023e-09	1.82818348197428e-07	0.00873025560086351	2.20055274551881e-06	0.0459492595107437	0.0343382085533351	NETO1	cg21894287;cg18709881;cg04870162;cg14395744;cg04756515
chr2	3486749	3487412	664	*	3	8.15104926889033e-13	8.00717694888318e-07	0.00036962038050424	2.22326604184416e-06	0.0571353359753879	0.0476482800763907	NA	cg15541040;cg08493051;cg12156873
chr7	158789503	158790490	988	*	5	9.9981347758288e-09	3.72140098960559e-07	0.00313726201135221	2.24778533145266e-06	0.06772548123304	0.0370264372286493	ESYT2	cg25769590;cg09826364;cg19418458;cg04111992;cg17092325
chr5	140220803	140220810	8	*	2	9.52975572967365e-12	1.05944187899523e-06	0.000229135472180654	2.45181324278054e-06	0.0630381585162656	0.0594365247947284	CYSTM1	cg04634417;cg02560085
chr2	115419729	115420260	532	*	7	5.49637756563907e-13	9.43379892935874e-06	0.00143128782952684	2.60670530588511e-06	0.101699823393819	0.026350876656028	DPP10	cg19651219;cg22670147;cg01622385;cg24654266;cg18271036;cg24723140;cg21887373
chr8	216578	216703	126	*	3	2.01920669713958e-10	1.02076340989475e-06	0.00105067660042855	2.96826691331607e-06	0.163397011449762	0.120974698695744	RPL23AP53	cg17920646;cg24536782;cg03116837
chr1	20915180	20915592	413	*	6	2.87608130403066e-10	1.44141209286718e-06	0.0058113245392805	3.04291063313563e-06	-0.0632384319205736	-0.0412737308821822	EIF4G3	cg22141907;cg04087271;cg13292626;cg17714127;cg05278081;cg00784581
chr19	52932115	52932325	211	*	3	1.11675782087227e-09	7.96511994512756e-07	0.00185623846993627	3.31256613915719e-06	0.0755805920868347	0.0488823248159318	ZNF321P, ZNF816-ZNF321P	cg25329066;cg07601816;cg12170359
chr20	34000273	34000519	247	*	3	1.18861297930374e-09	9.82064097821761e-07	0.00165435207084874	4.0148198580387e-06	0.0315382356032902	0.0292442158274926	RALY	cg07858678;cg14752227;cg12682721
chr14	54816093	54816172	80	*	2	1.0364955210358e-10	1.67126842380225e-06	0.000480830909479157	4.11789266454186e-06	0.023473107215904	0.0223284789419033	NA	cg02257953;cg23511824
chr11	89956777	89957167	391	*	4	1.75294942387054e-09	8.15326844733535e-07	0.00288217239237211	4.20936730095669e-06	0.0385252103679152	0.0240330866528888	AP004607.8	cg22332266;cg04351018;cg26834418;cg05067963
chr5	131281008	131281290	283	*	3	3.99228831351462e-09	9.15873305355331e-07	0.00278232306758074	4.28545950101156e-06	0.125485049076857	0.0968523788686246	CDC42SE2	cg06647332;cg19734801;cg06307176
chr8	1365027	1365749	723	*	6	1.63290001605239e-09	4.06941125074395e-06	0.00609858256578757	5.4326500940081e-06	0.0573795243086418	0.0342291200877242	DLGAP2	cg25601471;cg27134251;cg09050832;cg06008419;cg02490460;cg05041795
chr16	90143751	90144788	1038	*	7	4.24067993671504e-09	6.34996700408969e-07	0.00725170003482692	5.5356203601689e-06	0.0191163041089285	0.0108962335792624	FAM157C, RNU6-355P, AC133919.2	cg06295223;cg05270750;cg23395887;cg04298253;cg26458287;cg16611967;cg09435890
chr22	50629038	50629110	73	*	2	3.25173827349537e-10	2.2719245931653e-06	0.000575857924227254	5.56475460032381e-06	-0.0726255530281453	-0.0664926525014786	NA	cg19214594;cg16294310
chr19	22700397	22701260	864	*	3	9.1806737655583e-09	1.25065819561704e-06	0.00313363348382626	5.7844798208239e-06	0.0403516549920792	0.0358342223940375	AC024563.1	cg21867110;cg17780447;cg08206906
chr18	77917615	77918142	528	*	3	4.06405987665546e-09	1.43897137042458e-06	0.00218744224919764	5.89068773838377e-06	0.0704363116959723	0.0323030487229907	NA	cg19815565;cg13590055;cg21237861
chr8	58055024	58056501	1478	*	7	3.93586736032194e-09	9.31156738369167e-07	0.0097809818370232	5.93853085587461e-06	0.061987208644172	0.0369980451750922	FAM110B	cg09858108;cg08280861;cg11062466;cg08219700;cg21724239;cg08677398;cg08449448
chr13	79234251	79234435	185	*	3	5.48590256351787e-09	1.86753224006803e-06	0.00204962855689147	7.44905269656596e-06	0.0148897001280552	0.0129118843634351	NA	cg01819759;cg05295671;cg21838488
chr5	179059426	179059668	243	*	2	3.17649810441418e-10	3.74457206790127e-06	0.000382138691102797	8.08418580394492e-06	0.166764906286595	0.0970129346238361	NA	cg24585418;cg26135573
chr16	90172731	90173019	289	*	4	1.07068428108746e-08	2.70310796230557e-06	0.00426953389752136	8.63840272084724e-06	0.0856231870587033	0.0535410435381291	FAM157C	cg20797188;cg09490556;cg04735481;cg06336912
chr12	130822603	130822674	72	*	3	8.27654973071058e-09	2.07222940963946e-06	0.00304032142488247	8.80231469890548e-06	0.0431835886056026	0.0406988303001699	STX2	cg24838063;cg26677194;cg23887609
chr22	50985117	50986051	935	*	5	3.93515452185614e-10	2.77565031010082e-06	0.00143791625452452	8.87000505029303e-06	0.0598455053322724	0.0405786730654537	NA	cg22910549;cg04177826;cg22249529;cg07600533;cg25665606
chr19	57989182	57989332	151	*	4	1.79317488945552e-09	1.64533064874299e-05	0.00241917873757837	9.00128507747063e-06	0.026401063082734	0.0193452685017923	ZNF606	cg21489303;cg07967481;cg23391173;cg07461715
chr16	2848577	2848797	221	*	2	1.80465114727995e-09	3.78204149096188e-06	0.000766343583300568	9.15354115675482e-06	0.112553535365596	0.0929427679981645	NA	cg08084154;cg19403023
chr6	29794657	29794843	187	*	3	1.28735711610926e-10	5.15379464451284e-06	0.000375249299221067	9.35609005103343e-06	0.10170991090326	0.0698010984011018	HLA-V	cg25046571;cg19050514;cg26302178
chr6	111302500	111303062	563	*	6	1.67974368368174e-09	2.51354991187127e-06	0.00702176556676391	9.72169111506252e-06	0.0637359073421389	0.0177867422021153	MFSD4B, REV3L	cg04899746;cg21917405;cg04419557;cg05213296;cg14002274;cg16061928
chr11	14927456	14927549	94	*	3	2.30153724252478e-08	2.24772563372828e-06	0.00398660181630517	1.01637354117861e-05	0.0298437624284339	0.0260856142853322	CALCB	cg25251204;cg00085434;cg16394018
chr10	135341443	135343248	1806	*	12	1.95770903147243e-07	2.06492401724783e-05	0.0173612822337008	1.04303553392243e-05	0.0382087207349165	0.0148260271193944	NA	cg05473257;cg03134882;cg13315147;cg19469447;cg00321709;cg10862468;cg25330361;cg23400446;cg24530264;cg18984983;cg05194426;cg11445109
chr22	42548356	42548792	437	*	3	1.50889264922964e-08	2.62667729977117e-06	0.00250412359174927	1.04390703972843e-05	0.114253789203593	0.0662944657244315	NA	cg17050807;cg15557168;cg05082376
chr17	48585216	48585270	55	*	3	1.10882170312089e-08	2.84153154198533e-06	0.00224503307992843	1.06037654895777e-05	0.0207878865470986	0.0175376396884832	HOXB-AS3, HOXB3	cg11440486;cg20111217;cg00901687
chr17	154410	154671	262	*	4	1.57460880909384e-09	8.00733251830962e-06	0.00156343595988299	1.07338723459456e-05	-0.0424790584740295	-0.0215075904399351	DOC2B	cg08770870;cg11940040;cg10440639;cg23246911
chr8	58172571	58173162	592	*	3	3.22003113311484e-08	2.60131540582603e-06	0.00327298248281438	1.10338467337798e-05	0.0633852402969908	0.0524867174795723	FAM110B	cg04160749;cg08035479;cg11193419
chr4	1521984	1522229	246	*	2	3.30587138705591e-09	5.39693920523912e-06	0.000812627549327797	1.26880833863923e-05	0.0767757076367008	0.0557160733080187	NA	cg27311590;cg12456927
