seqnames	start	end	width	strand	no.cpgs	min_smoothed_fdr	Stouffer	HMFDR	Fisher	maxdiff	meandiff	overlapping.genes	probes
chr13	20717346	20717597	252	*	4	8.10798233623979e-09	0.000136834781967721	0.00341773264997239	0.000151718970997903	0.0338430218680641	0.0277771605578377	IL17D	cg15344726;cg22579841;cg26013143;cg12428416
chr17	77704741	77705025	285	*	5	2.07333350730843e-09	0.0015189501395718	0.00344533086651316	0.000194736836530308	0.0347597367255947	0.0173845756909993	NA	cg02310027;cg14668821;cg09658645;cg05654197;cg16988185
chr19	22700397	22701260	864	*	3	1.35171157100587e-07	7.27711782296233e-05	0.00899333215025324	0.000224568095176989	0.122812968046187	0.0871782754415736	AC024563.1	cg21867110;cg17780447;cg08206906
chr3	44727518	44727767	250	*	3	8.39058000820657e-11	0.00821449938394059	2.884877552431e-05	0.000229178626943019	0.0970127083332258	0.0293671779725639	NA	cg25382503;cg15337196;cg27089330
chr10	127667481	127667542	62	*	2	1.12372982980781e-07	0.000892352827059121	0.000327598684923022	0.000378938241812405	0.114007278161156	0.0750354966484401	NA	cg11201165;cg12073886
chr3	194808180	194808603	424	*	4	2.88611832058056e-07	8.73948456302306e-05	0.0209265859755896	0.000405880275663417	0.030619843794486	0.0204383034906531	LINC01968	cg09612852;cg04371358;cg07558404;cg05819186
chr8	58172571	58173162	592	*	3	7.28654874550089e-09	0.000403654269543732	0.00129632405822719	0.000410269183501676	0.0564004427767649	0.0484768331142526	FAM110B	cg04160749;cg08035479;cg11193419
chr2	129183397	129183560	164	*	2	2.49155887712073e-07	0.00113118879846131	0.000461564980784927	0.000523912386721734	0.0695490792064286	0.0418916754535789	NA	cg26091304;cg19751877
chr7	47479433	47479511	79	*	2	1.48923821168104e-06	0.000311240291533907	0.00362099658711333	0.00054092190357437	0.036198484078787	0.0276607139093421	TNS3	cg26672672;cg09696706
chr18	14458692	14459174	483	*	4	1.18092246688478e-07	0.000228452060253657	0.00587421867650451	0.000568164864932892	0.058621529761768	0.0388757491644351	NA	cg00678322;cg23827972;cg06815579;cg05525305
chr15	22545184	22545331	148	*	2	6.07461309466732e-07	0.000818189244612051	0.000887947034499308	0.000618754236213336	0.0617572535208568	0.057237243178432	HERC2P2	cg10280535;cg03939762
chr3	126219597	126219636	40	*	3	1.37181706085439e-07	0.0111783588722744	0.000924177387886242	0.000630596159755736	0.0445098472251958	0.0209063447296861	AC079848.2	cg02746769;cg14509777;cg00478892
chr12	52281676	52281901	226	*	6	8.6928970149088e-08	0.000221511903877123	0.0255241282899817	0.000689969899422947	0.0839498061999402	0.0564590329884572	KRT86	cg19974223;cg09755932;cg10384244;cg19948393;cg26279928;cg04349021
chr5	147699718	147699892	175	*	3	7.5464182035872e-07	0.000406746171161091	0.00426020769275256	0.00072996071490079	0.0690132906920508	0.0612024653081072	JAKMIP2	cg08859406;cg23338752;cg13022905
chr17	36997420	36997740	321	*	8	4.654803721698e-08	0.000157366793548986	0.0537835042103899	0.00076972395094302	0.0769238556925515	0.0573896278850693	AATF	cg19817652;cg20084219;cg04487205;cg19760250;cg18343108;cg23290482;cg12552293;cg21852429
chr19	51330265	51330299	35	*	2	5.85200321705288e-06	0.000510031244671378	0.00904640472709513	0.00101497579687235	0.0698651157278244	0.0697669066755244	IGLON5	cg15116481;cg18254983
chr6	74072242	74072376	135	*	6	2.91757266992948e-07	0.000425184131416329	0.0257987691979975	0.00123447428610203	0.0562395391163986	0.0366254633916231	AL357507.1	cg20048521;cg19146112;cg16074228;cg27237745;cg13001017;cg26550861
chr7	4873338	4873428	91	*	2	3.88608452747249e-07	0.0942624793305035	0.000296615311396018	0.00140448119772301	0.059931569450702	0.0304274632508339	RADIL	cg12612296;cg02767827
chr9	34255094	34255149	56	*	2	1.15928152162422e-05	0.000739493019901309	0.00972454389205785	0.00140528049253643	0.0315482635270481	0.0259176832559571	KIF24	cg15667541;cg14096074
chr1	153599704	153599831	128	*	7	5.0471018154978e-07	0.000166479657324308	0.0638113744183081	0.00157019487187285	0.135569535144566	0.103560178977324	BX470102.2	cg11343894;cg27469660;cg11915664;cg11596404;cg19335413;cg02873163;cg02331910
chr8	1321333	1321883	551	*	5	1.89132156790933e-06	0.000411147365543035	0.0399314892924532	0.00184411210134107	0.117745725041921	0.0737816189834194	DLGAP2	cg03128011;cg20088245;cg22034735;cg27496715;cg05029148
chr8	2591207	2591411	205	*	2	2.34583391150704e-05	0.00102838475094072	0.0131028412910353	0.00197855382090384	0.173238572911971	0.118117731818823	AC245123.1	cg04671734;cg08242633
chr21	45160229	45160784	556	*	4	8.51316503565788e-07	0.00187758950370476	0.00688233443396662	0.0021984710372278	0.0581422722463577	0.0372569463271101	ADARB1	cg24948913;cg17696237;cg19681836;cg20718640
chr19	21860793	21861136	344	*	4	4.95843548751939e-06	0.000642684157269311	0.0356672242392974	0.00221101623717198	0.109887258254969	0.0902442311076037	NA	cg07633664;cg10010249;cg03331224;cg21994712
chr10	47644748	47644822	75	*	2	2.3273904912856e-05	0.00165105634385823	0.00598233415207215	0.00226004133648544	0.0452277924459182	0.0315860805125466	NA	cg13978841;cg15708298
chr10	133647499	133647534	36	*	2	3.02245473472629e-05	0.00126942934647626	0.0118586001637315	0.0022923398645666	-0.17534950135958	-0.0616778739339947	NA	cg04390831;cg11519836
chr8	55087084	55087400	317	*	3	1.38148945114747e-05	0.000835670642983178	0.0272315773406181	0.00232923454842755	0.0767509322502236	0.0711220261009124	NA	cg11783602;cg06042504;cg20636351
chr5	177811198	177811648	451	*	3	1.18036836990935e-06	0.00385423546824067	0.00261479866439046	0.00259198547148193	0.0681431584693384	0.0472232952877704	AC106795.1	cg08930131;cg02087079;cg00234625
chr6	31112957	31113026	70	*	3	1.42893376620775e-05	0.00154620483353804	0.0135159356149765	0.00281285210968583	0.0172372525808757	0.0129454702500499	NA	cg16519772;cg00688979;cg01287833
chr12	10096118	10096152	35	*	2	5.78595714815092e-05	0.00157037555694372	0.0179515159171405	0.00302038931451605	0.131495909350678	0.129009969751298	CLEC1A	cg19651757;cg24299306
chr2	157111331	157111370	40	*	2	2.30255264756349e-05	0.00440837981635105	0.00297855376012364	0.00310379780486241	0.0393208910591943	0.0375362610084721	NA	cg18516241;cg15611936
chr4	88784891	88785122	232	*	2	1.48067629336913e-05	0.00582482146901729	0.00259532055967694	0.00334489641570687	0.0625190635059154	0.0494811006503169	FAM13A	cg02674186;cg14147903
chr17	18006547	18006550	4	*	2	5.1315544897165e-05	0.00297007713423776	0.0061948708041247	0.00344976178498037	0.0417779565286534	0.0354785227339224	DRC3, ATPAF2	cg18045405;cg20036516
chr17	1837588	1837648	61	*	3	6.02005332460245e-07	0.0658521931518044	0.0004287398654237	0.0034840112864154	0.032168978006715	0.0139195378807309	RPA1	cg23484609;cg00066828;cg08961558
chr17	5674234	5674858	625	*	2	5.52408282917101e-07	0.0885435624124988	0.000954751458199752	0.00383027474495846	0.066100712568541	0.0248383061642651	NA	cg24587835;cg14057352
chr3	19144569	19144633	65	*	2	0.000108403540700172	0.00294296120411648	0.0153309361768693	0.00477224854953615	0.0533531790694676	0.0461875647114503	NA	cg14706226;cg01154525
chr9	140243378	140243458	81	*	2	0.000150515224402186	0.0028138387750357	0.0227682576921794	0.00515403056947134	0.017429858808475	0.0157769944523153	NA	cg13547223;cg13279806
chr2	87575991	87576399	409	*	3	4.68002000409121e-05	0.00253493879238817	0.0243215305304324	0.00536995359467088	0.0467856138571576	0.038086835143657	CYTOR, AC133644.2	cg03339790;cg04624074;cg22276047
chr19	18888799	18889003	205	*	2	0.000135120037219164	0.00318221080781625	0.0191653591889056	0.0054205702441964	0.078836060103797	0.0706331175401468	GDF1, CERS1	cg15190383;cg05365033
chr7	642763	642930	168	*	2	0.000135827700834271	0.00328376445432514	0.0183767627081808	0.00548607152037446	0.0218707045117029	0.0205910872404075	PRKAR1B	cg19446858;cg12419382
chr2	132056590	132058031	1442	*	7	1.59645935837604e-09	0.219421692360576	0.000435059320511111	0.00618347670876702	0.0578034201304373	0.0245761032958016	NA	cg14608722;cg06332335;cg20552012;cg07051654;cg02683731;cg00162952;cg25012739
chr13	29914097	29914200	104	*	2	3.85383733022759e-05	0.0624072082611303	0.00182168272086092	0.00618359869620962	0.044136791450434	0.0353492465780189	NA	cg10617192;cg13506281
chr8	144360667	144361315	649	*	2	1.04252812203429e-05	0.0173751035195892	0.00355423295663776	0.00679554694129328	0.038447280058384	0.0267476484554783	SLC52A2	cg13459244;cg03894796
chr19	43857874	43858174	301	*	2	8.20141838126577e-05	0.0092642624246116	0.00628242170846981	0.00700058902281908	0.077117463776344	0.0635136464142217	NA	cg05275595;cg11906444
chr11	132951838	132951950	113	*	3	0.000104698030830294	0.00408823118415777	0.023881944761358	0.00752963544495814	0.0943551392169531	0.0754990638061344	OPCML	cg24829292;cg22629528;cg26283170
chr3	45596651	45596706	56	*	2	0.000108845100651641	0.0239695130979709	0.00362206412981482	0.00783110140388449	0.0398065215848766	0.0226164783733473	LIMD1	cg25810058;cg07197130
chr2	46079191	46079621	431	*	2	0.000362041250492666	0.00472111011732454	0.0301056658221566	0.00839583125854563	0.012838215019904	0.0111746027695935	PRKCE	cg08230856;cg04865267
chr6	158438929	158439011	83	*	2	0.000264050824023593	0.0137539167896291	0.00821833639863057	0.0100444255861147	0.0496978505905203	0.0297233676571517	TULP4	cg22307058;cg10225755
chr22	49086554	49086772	219	*	2	0.000394548697299154	0.0073107847608761	0.0210506027082051	0.0104132535484291	0.0406444115421653	0.0323005414489948	NA	cg00405932;cg23700928
chr7	64295458	64295583	126	*	2	0.000266603453335619	0.0198798638598116	0.00688812167798812	0.010924647863433	0.087771420317974	0.0374311538964794	AC073270.1	cg18766791;cg12587985
chr6	10099623	10099656	34	*	2	0.000620952298228649	0.0063708743304217	0.0357180096253322	0.0111530410858098	0.0882031391492732	0.0708235570487464	OFCC1	cg16613240;cg09285851
chr6	31650735	31650786	52	*	3	0.000313493630475126	0.00446379082375461	0.0588683246964312	0.011370055666918	0.125475362795153	0.118090489922916	BAG6	cg07455790;cg05857999;cg02389040
chr9	139258938	139259074	137	*	2	0.000733972604520584	0.00770682909382334	0.0345524635875878	0.0127981426675716	0.0577854017321442	0.0464969191296789	NA	cg14035368;cg18033770
chr3	39543776	39544326	551	*	4	6.73216565863543e-05	0.00700812602885527	0.0414839718428281	0.0131822301629725	0.0888878460920742	0.0655837507983873	NA	cg11235602;cg02750792;cg05983061;cg24050474
chr11	121011279	121011453	175	*	2	0.000351576698407746	0.0255196418185937	0.00825058206190938	0.0136890733414627	0.0381074365864631	0.0280047846040601	NA	cg06769635;cg08107850
chr11	2406923	2407008	86	*	2	0.000625596360363806	0.0116115461973637	0.0196679834436933	0.0139168985956652	0.0783570478472496	0.0601439003131607	AC124057.1, TRPM5	cg16075139;cg08145373
chr2	132587079	132588170	1092	*	3	0.000114326495376136	0.0184435365725953	0.0343041554507462	0.0141781468089328	0.0593978561226167	0.0447684159651917	GPR39	cg04947680;cg17977184;cg22478447
chr3	10806114	10806133	20	*	2	0.00108657979917604	0.0088963710903111	0.0437272376521765	0.0153424700521048	0.0552375599925996	0.0455898599288835	NA	cg22843684;cg22620414
chr4	1580193	1580377	185	*	3	0.00025070286237462	0.0265795801821352	0.0178535025459919	0.01540099077083	0.0996929122078481	0.0742343480697626	AC147067.1	cg13943068;cg08525643;cg03393996
chr2	132110136	132110512	377	*	2	0.00103173626777551	0.00907205777893778	0.0427016094139446	0.0154674161139977	0.0669132488824882	0.0599587032744164	NA	cg23880151;cg07588819
chr7	3849340	3849359	20	*	2	0.000586321314772224	0.0262621527706573	0.0107660224352767	0.0162859542528084	0.0109346747580995	0.00862178329765003	SDK1	cg08787332;cg05529686
chr13	69459533	69459607	75	*	2	0.000743337065498978	0.0162553539745712	0.0176562213228642	0.0163759344360765	0.0219452222629604	0.0198925986286305	NA	cg11746996;cg10428413
chr3	46759096	46759588	493	*	7	1.44976856639703e-05	0.0134970369403723	0.0629135698315757	0.0166427239569336	0.113172438765696	0.0494622876741055	AC109583.1, AC109583.4	cg19875656;cg13303179;cg02834909;cg19668234;cg01788113;cg00817731;cg17460445
chr16	88744522	88744681	160	*	2	0.000580272674482677	0.034765201830902	0.0105518007778584	0.0183026949983755	0.0305873634106964	0.0184683117517842	AC138028.1, PIEZO1	cg00796866;cg00546448
chr22	50629038	50629110	73	*	2	0.000517096353598234	0.111447848845325	0.00630266775494235	0.0184700430327276	-0.0100621461509013	-0.00322537081601638	NA	cg19214594;cg16294310
chr6	28852887	28853050	164	*	3	0.000429884252195769	0.0153477982963509	0.0253699274876029	0.0184925948620582	0.0597067943655193	0.056802621155581	NA	cg24505778;cg24867279;cg26481402
chr17	21226409	21226533	125	*	3	0.000476826867931131	0.0400002011390669	0.034624055701679	0.0185901236987075	0.0596509906948741	0.0306852845285155	AC087294.1	cg05785424;cg13567725;cg02538829
chr12	31271429	31272119	691	*	6	0.000270271959148818	0.00685296683957508	0.097237540305294	0.0200235386808366	0.145614102115335	0.0900447973431206	NA	cg00574919;cg04797224;cg26547097;cg17292337;cg10317314;cg14687298
chr2	237487774	237487801	28	*	2	0.0019087156491489	0.0128309118108415	0.0566926341005517	0.0219952694072704	0.0131152466449172	0.00997689914976617	MLPH	cg15066967;cg17793354
chr16	60438	61085	648	*	2	0.00223159529797328	0.0137679631591253	0.0506610365560722	0.0224043357215876	0.0793152056938575	0.0702942345216062	RHBDF1	cg04913815;cg05558259
chr1	43352743	43352918	176	*	3	0.000517096353598234	0.0554263553640806	0.0244936811277007	0.0226439593471777	0.024589685147613	0.0147904382831418	MPL	cg01934756;cg17105912;cg09793809
chr5	169659845	169659863	19	*	3	0.000475790160500001	0.0510524038188658	0.00884298672637827	0.0241221314509996	0.0137313784712906	0.00774409060914987	DOCK2	cg00982641;cg06417125;cg20758593
chr10	44223934	44224014	81	*	2	0.00223159529797328	0.0168446521191803	0.045039785427824	0.0249340033174017	0.0651881238192254	0.0567488871785341	NA	cg26132114;cg24530234
chr8	22132641	22133076	436	*	11	3.49949925280739e-06	0.0165316770965641	0.0461504667850148	0.0270939322104941	0.0964799334465417	0.0306128778027192	HR	cg00420450;cg14487702;cg10298898;cg10137597;cg21471580;cg26039829;cg02463440;cg02788857;cg18135555;cg09517075;cg07298985
chr5	42923833	42924694	862	*	6	1.2610767543975e-06	0.0777438473620028	0.00479970099124586	0.0281390807282202	0.0388358294657027	0.0201160810827073	AC008945.2	cg03258975;cg08337341;cg01550017;cg11206167;cg24833819;cg21041447
chr10	89167457	89167971	515	*	5	0.000155726450959108	0.0278098425113386	0.0540470514707945	0.0281709608515759	0.052488896136836	0.0355111307638557	NA	cg16844333;cg07147421;cg04828530;cg23153615;cg09170412
chr1	180217250	180217433	184	*	2	0.00138844037691824	0.0526874542140235	0.0165587635079892	0.0290381805967822	0.0368417880781152	0.0279066235293315	NA	cg11879444;cg12652115
chr19	36484832	36484913	82	*	2	0.00133037465630538	0.166041359723635	0.0116562799659677	0.0321861322367833	0.0677379300310798	0.0368839496032667	ZNF566	cg25468802;cg15584071
chr16	55794282	55794910	629	*	6	0.000106873563794138	0.0184253984206061	0.059731643791986	0.0321942256599512	0.0996203628448064	0.0624942640494224	NA	cg19319125;cg04322176;cg27396498;cg16372632;cg02649063;cg03998338
chr21	47580738	47582351	1614	*	6	5.15219557960124e-05	0.0316478962801452	0.0965923471895522	0.0324223200968947	0.121967235177872	0.076755155154087	NA	cg10351617;cg05200811;cg11766577;cg13126279;cg14789911;cg25726756
chr5	565934	565937	4	*	2	0.00278579054235994	0.040927786132701	0.02684429492975	0.0342135874863005	0.0985138631465919	0.0691417055033515	NA	cg01299774;cg04136185
chr20	1291809	1291823	15	*	2	0.00325925314622857	0.0394406451696402	0.0311087915237101	0.0362870478073845	0.01480960389209	0.00583030685186012	RAD21L1, SNPH	cg23552723;cg02268186
chr4	7338730	7338792	63	*	2	0.00158594081476967	0.25707878352685	0.0126619276786467	0.0367033190027312	0.0424322369064677	0.020366870416406	SORCS2	cg19931925;cg06626033
chr16	90172731	90173019	289	*	4	0.000902628096601307	0.0298568789548042	0.0549917340217062	0.0386374259109539	0.0717721713555612	0.0519132367840033	FAM157C	cg20797188;cg09490556;cg04735481;cg06336912
chr22	50616150	50616420	271	*	2	0.00275076655093836	0.049797828264013	0.0305291825016377	0.0406490347250126	0.0760866571849337	0.0464966588337102	NA	cg06357843;cg07895657
chr6	161561031	161561066	36	*	2	0.00193447519223723	0.337358800360639	0.0139189727070192	0.040692914622723	0.0315037679709477	0.0158524398786289	PRKN	cg26834192;cg09655876
chr6	170208291	170208306	16	*	2	0.00430237852719403	0.043181935772545	0.0367514688951122	0.0415994825046307	0.0905471469764971	0.0586058475885848	NA	cg10295095;cg03764484
chr8	144403126	144403162	37	*	2	0.00395535734716724	0.0510330971302648	0.0313154393903253	0.0417460243855106	-0.0300487396631072	-0.0127500210243597	CPSF1	cg09174681;cg05207347
chr1	149162219	149162518	300	*	4	0.000813616213546791	0.115688276940373	0.0672843866746275	0.0423353239960177	-0.0756696911083269	-0.044163194385888	NA	cg26908109;cg23106045;cg09139923;cg21937395
chr22	17229581	17229660	80	*	2	0.00584280544417963	0.0266056972548411	0.0836639002986683	0.0431618986278265	0.0304862667226447	0.0297905757698383	ADA2	cg04213959;cg03067190
chr15	69222988	69223368	381	*	3	0.00311954783798594	0.025795269369345	0.0968929482375841	0.0471596869509524	0.0652107760255358	0.0450995097896927	GLCE	cg14554415;cg09886641;cg07775813
chr5	1867978	1868693	716	*	7	0.000546735884624218	0.0141623225108794	0.136289342223836	0.0486158806458381	0.12962926024679	0.0896163889799755	NA	cg15595755;cg04156016;cg14773178;cg03686964;cg07747251;cg10534938;cg19770292
chr1	156163844	156163899	56	*	3	0.000961021526477615	0.589884140981966	0.00731564379538129	0.0545122750255486	-0.0169992313505785	-0.00462676244973892	SEMA4A	cg25208724;cg06970220;cg24450063
chr3	130466859	130466871	13	*	2	0.00666063650578904	0.0736810789120897	0.0378330095026311	0.055682039452133	0.0453054545541455	0.0389259923876755	COL6A5	cg13967448;cg01571722
chr8	1757958	1758023	66	*	2	0.00536400894441353	0.121320799914387	0.0276679037448936	0.0558783795716075	0.0217315394573554	0.0169900640749083	CLN8	cg03411742;cg14682990
chr1	92011732	92012736	1005	*	7	2.92004999582614e-05	0.137350401978237	0.0143692817572602	0.0560838923500062	0.0395724583619602	0.0157597477315292	BRDT	cg11705954;cg07017454;cg23098371;cg05527459;cg12403142;cg13639937;cg25838465
chr1	247681584	247681781	198	*	4	0.00219329986387797	0.0295781662324341	0.0864672585366701	0.0564793177758354	0.0632389771078227	0.0552030108644991	AL390860.1	cg18198730;cg02713706;cg20771596;cg11166453
chr5	176797920	176797999	80	*	2	0.00918266075196393	0.0373986581915981	0.0944863456016753	0.0576499240620432	-0.169849492135676	-0.138995041051576	NA	cg06060754;cg16006841
chr1	25593055	25593175	121	*	2	0.0106478819071674	0.0384257435635384	0.105089588108083	0.0610792145367862	0.132103716483873	0.10513363700453	NA	cg21826606;cg16220844
chr2	213696794	213698158	1365	*	6	0.000318461074044317	0.0969600723858145	0.0842478114242252	0.0620815868911666	0.0726305732800679	0.0233617641820784	SPAG16	cg16865291;cg22265452;cg22533762;cg08122831;cg27329091;cg20369299
chr12	130823838	130824015	178	*	2	0.0084149279439556	0.0591384836512341	0.0600051689605273	0.0636729936007373	0.0996034141839932	0.0701548506824946	STX2	cg23548151;cg13900773
chr20	48533182	48533196	15	*	2	0.0124513304226655	0.053960570810628	0.0865185306841255	0.0713614363707435	0.0414136970441996	0.0354958944127645	NA	cg08798854;cg06278698
chr2	20706515	20706754	240	*	2	0.00942072313163876	0.0804624519636517	0.0561150048422152	0.0726853050154699	0.0450682025945253	0.0272780347299325	LDAH	cg25425667;cg23620160
chr16	68729723	68729737	15	*	2	0.0132699435480274	0.0570622753519497	0.087550998805127	0.0743447788848032	0.0160546906740403	0.0147947266367997	NA	cg13279705;cg04985273
chr1	149174621	149174971	351	*	2	0.00633030330712861	0.128231364265611	0.0416226913672463	0.0747564647832578	0.0182876516371344	0.00636836119646388	NA	cg19361456;cg20962500
chr15	82287778	82287813	36	*	2	0.00877942561455327	0.217639172311282	0.0339949315586413	0.0764396761202697	0.0215805390140935	0.00691370412267797	NA	cg13848981;cg03393472
chr11	1283946	1283970	25	*	2	0.0160116974503373	0.0512749509134002	0.116298185458895	0.0777920231013801	-0.0591521544397506	-0.0537278919372696	TOLLIP	cg01274643;cg15363314
chr4	1044486	1044797	312	*	4	0.00303641561033883	0.0906223395376582	0.112259957136818	0.077799409844249	0.044740805196674	0.0288500924432591	NA	cg04016957;cg04106633;cg21130718;cg27284194
chr12	133085885	133086067	183	*	2	0.0172695856875338	0.0536173286043432	0.125524574602633	0.0826183340235987	0.0802704986170238	0.0801800694456439	ZNF140	cg21600908;cg12093005
chr6	159360073	159360209	137	*	2	0.016203642975846	0.0584416406915808	0.109573398838742	0.0830607089153137	0.0620512421543492	0.0569125273705225	AL357832.1	cg16073143;cg18373855
chr8	27337259	27338248	990	*	3	0.00270302190150928	0.118758422867426	0.0675107162844195	0.0837623042371374	0.0200247794075288	0.00933133574239163	PTK2B	cg23138161;cg04953015;cg05359237
chr9	140173956	140174272	317	*	2	0.00620954410877199	0.418017353798667	0.0348429902856872	0.0867491782228365	0.0151135722005083	0.00793006721649676	NA	cg02219116;cg13754915
chr13	50194554	50194643	90	*	2	0.0188239934313864	0.0594219205866788	0.130003827961866	0.0899392160681899	0.218520127491607	0.21173721655518	DLEU1	cg08779649;cg03651054
chr7	44705690	44705754	65	*	3	0.0081852828805544	0.108128755438466	0.0509604990113801	0.0905409310396336	0.0237402586100951	0.013864384499394	OGDH	cg13863099;cg19075146;cg03453277
chr20	4701448	4701988	541	*	4	0.00124882371055849	0.499468893506961	0.0246472859941422	0.0908626466419321	-0.010664847982491	-0.00293450412299131	PRNP	cg23693200;cg21870321;cg16977257;cg19640747
chr14	24780167	24780557	391	*	5	0.00438767252846726	0.0404340971163245	0.172954793016993	0.0994098245383601	-0.0707936978932717	-0.0555536302603364	NA	cg07509935;cg20007021;cg26310551;cg15364618;cg25576711
chr11	396794	397077	284	*	2	0.0174055111822824	0.0877510474221227	0.0941666220572801	0.0998282435464077	0.0844829239001093	0.0660960105843365	PKP3	cg25258098;cg01794156
chr15	24672285	24672531	247	*	2	0.0172695856875338	0.0962289368521014	0.0868586097122344	0.100880898329734	0.0740867045146007	0.0533348755250859	PWRN1, AC090983.2	cg08449389;cg26708976
chr22	46285638	46285682	45	*	2	0.0231771002677147	0.0702851575402106	0.132824116333961	0.101660405838194	0.0697839685706482	0.0584596021023944	TTC38	cg12301347;cg15236483
