seqnames	start	end	width	strand	no.cpgs	min_smoothed_fdr	Stouffer	HMFDR	Fisher	maxdiff	meandiff	overlapping.genes	probes
chr5	121646553	121646851	299	*	3	1.68788670685869e-15	2.6936617554575e-08	0.000399328590790955	1.30073614820539e-07	0.119439829807567	0.0597378531702662	NA	cg20469275;cg07799278;cg22636420
chr17	36719518	36719937	420	*	6	1.9410197769361e-16	2.45487863988481e-08	0.000867534362782653	1.348044735689e-07	0.0581151813197375	0.0248040531731881	NA	cg19409060;cg26094554;cg01433583;cg14122138;cg23709902;cg10906415
chr16	69599233	69600791	1559	*	12	1.47150024388517e-12	4.37743141852316e-07	0.0041154228785338	2.18845970049835e-07	0.0287591498805033	0.00881610770839774	NFAT5	cg12789714;cg26183662;cg21898052;cg01301935;cg26670552;cg26967433;cg08665271;cg16996262;cg17985281;cg07307803;cg01814186;cg08804013
chr4	1409174	1409557	384	*	4	8.95830325537052e-14	6.20006065019396e-08	0.0013756760639411	2.36083154370232e-07	0.0493741377768855	0.0333192579874478	NA	cg20985560;cg09462240;cg08308725;cg05881745
chr19	12914994	12915121	128	*	3	1.51825366562413e-14	6.20051898138122e-08	0.000417628149071607	2.70890536422133e-07	0.150033457813382	0.0892662727667841	SYCE2	cg09429435;cg11884611;cg15655110
chr6	111135096	111136488	1393	*	13	1.40472270373909e-14	5.12516239441459e-05	0.00388307894650332	2.75195285051234e-07	0.0237789106300493	0.00877778818318523	SLC16A10	cg11002698;cg16419087;cg14312434;cg10216586;cg15161218;cg10918452;cg03846689;cg02879471;cg22174191;cg18697049;cg24203851;cg09767504;cg02743522
chr6	28954401	28954762	362	*	3	2.69326990956763e-13	5.43332504565546e-08	0.000879781197857264	2.78081075017635e-07	0.112646733215898	0.0597137654825617	NA	cg19334474;cg09267367;cg13493091
chr8	19171323	19172126	804	*	6	3.09890805905005e-11	4.53143600578494e-08	0.00652796544123238	2.80244524702355e-07	0.0550314826408932	0.0287341197003018	AC100849.1	cg19263094;cg21451378;cg26815132;cg21401143;cg09537031;cg22853797
chr18	15330402	15331094	693	*	4	1.27118792532137e-12	4.46723690832111e-08	0.00138792217045622	3.10455422376716e-07	0.177800136521218	0.102635943824658	NA	cg04794627;cg07836478;cg10711255;cg13625045
chr5	76010444	76011698	1255	*	11	3.70873915749287e-18	4.06090493267255e-07	0.00125395182242494	3.31945424472544e-07	0.0659931716562667	0.0152980962441164	NA	cg14714391;cg26594335;cg19735421;cg03043127;cg04528371;cg24678700;cg14718568;cg14773260;cg13436055;cg20030243;cg11627632
chr2	55277080	55278269	1190	*	12	1.04935023974662e-15	1.59769376769987e-05	0.00434590649220317	3.90471008476908e-07	0.034180241771918	0.0105166722714884	NA	cg26161045;cg14706575;cg04324126;cg23539966;cg26902323;cg27190366;cg00209424;cg20818337;cg05651284;cg23241628;cg27069263;cg25371487
chr2	192711109	192711481	373	*	4	1.84109167889065e-13	9.61223123212746e-08	0.00107220157785596	4.41656950345513e-07	0.0811543229368734	0.0309525041025081	NA	cg04654543;cg16639554;cg04004830;cg07488576
chr3	125676865	125677724	860	*	5	2.00189396912056e-11	5.19265559291478e-08	0.00321066972240136	4.66037568845195e-07	0.0421390383787341	0.0294370087412185	NA	cg07581883;cg25789277;cg08344181;cg18651192;cg04384771
chr8	75227148	75227933	786	*	8	1.26610087378178e-12	1.4888998440466e-07	0.0038488503154701	4.7460946159238e-07	0.0794486282189081	0.0289891813548844	CASC9	cg05366024;cg05134476;cg05350802;cg17652028;cg17008770;cg12884982;cg26816426;cg18702827
chr19	50833168	50833956	789	*	4	1.23657869079603e-11	9.87423135067258e-08	0.00149582398649443	5.02179807859297e-07	0.0616963240544421	0.0267603471731111	AC011523.1, KLK15	cg24989680;cg13670833;cg13379419;cg07919466
chr17	654012	655955	1944	*	16	3.37278829779975e-14	1.58639878674774e-06	0.00826670514299947	6.62710906394815e-07	0.0525451107274087	0.0169858528579101	VPS53	cg12415514;cg18459759;cg10211485;cg14136778;cg18155211;cg15448590;cg12423398;cg20820438;cg17371350;cg23926615;cg15825264;cg16216148;cg04820386;cg01601841;cg09815927;cg03162032
chr4	16362664	16362823	160	*	3	3.4513248744902e-12	1.59909210279162e-07	0.000984134393360991	7.23267603054149e-07	0.0789647314584756	0.0520038897773769	ZEB2P1	cg00469541;cg08627193;cg10675006
chr1	242012044	242012573	530	*	6	6.68067405343589e-12	1.49865639751611e-07	0.00376512349220967	9.16673134820933e-07	0.079439926373187	0.027442961618105	NA	cg04706276;cg16121177;cg13345151;cg01669689;cg03450102;cg08574246
chr8	95229664	95229872	209	*	4	1.06031534884424e-11	1.91601801965475e-07	0.00156341835441893	9.52342807984792e-07	0.0321997045902556	0.0248563910393981	C8orf37-AS1	cg16775167;cg07187840;cg16679068;cg16696923
chr2	154336148	154336401	254	*	4	5.46787049562234e-14	2.02282915864182e-06	0.000541544905817733	1.15561903338139e-06	0.0898789424281467	0.0411191670533778	GALNT13	cg03564320;cg22392178;cg21821913;cg03286617
chr13	19692335	19692423	89	*	3	5.44767579246924e-12	3.68734030331004e-07	0.000877287192366027	1.28348820282679e-06	0.0474790770656591	0.0335188125930261	PSPC1	cg22937556;cg08508335;cg03220912
chr6	133561614	133561719	106	*	7	9.73258888767117e-12	8.65231397349147e-07	0.00374355128100293	1.32993744394104e-06	0.0634028341553977	0.0252411699830568	TARID	cg15729404;cg17985029;cg13912545;cg21296676;cg21390624;cg01957732;cg24842760
chr1	86081701	86082316	616	*	3	2.66660061187128e-12	4.05656677836135e-07	0.000892544367961214	1.40112392948013e-06	0.0387809541608113	0.0317186354055609	COL24A1	cg19800670;cg24439713;cg00021933
chr20	35917127	35917429	303	*	4	7.33668440361931e-11	2.23861368847948e-07	0.00279485847592537	1.40614327190498e-06	0.082297056870412	0.046954776885519	PHF20	cg12810720;cg16026561;cg24570912;cg22163406
chr2	27497755	27498058	304	*	5	5.03763305626991e-10	1.18971485396519e-07	0.00894136032822516	1.55353369069579e-06	0.0521942764276301	0.0299419207013274	GCKR	cg02461767;cg16253463;cg06287137;cg26260070;cg19552440
chr19	2888943	2889256	314	*	3	1.31253256371986e-10	4.88083178205824e-07	0.00179296366752159	2.25397498498926e-06	0.11179450155201	0.0679254751544361	NA	cg11418508;cg07504200;cg27571374
chr2	219906116	219906406	291	*	7	1.09774980668268e-11	3.43906999606383e-06	0.00327527362812127	2.47741097730256e-06	0.0242506217532382	0.0132346793284716	AC008281.1	cg06457713;cg01382153;cg25332377;cg23129170;cg24521848;cg00336164;cg13480357
chr6	169648758	169649046	289	*	3	1.58459878287614e-10	7.41460550639761e-07	0.00169575075603076	3.01468662174639e-06	0.0694448189479427	0.0670876703873266	AL031315.1, WDR27	cg15216858;cg05837306;cg16806245
chr7	158856818	158857011	194	*	2	9.73258888767117e-12	1.36580259399219e-06	0.000456000496205459	3.40725363987359e-06	0.135029908965009	0.0939360837019364	DYNC2I1	cg24511953;cg08693281
chr17	78290901	78291020	120	*	3	3.06594805475014e-10	1.22775221263165e-06	0.00161744995969611	4.54654055342159e-06	-0.101225306308661	-0.0728579231453688	NA	cg17846497;cg08059361;cg24626411
chr3	77147279	77148084	806	*	3	9.36785504136622e-09	1.54375694589429e-06	0.00132890218750354	4.58958497309377e-06	0.0517351352701583	0.0330752441137298	ROBO2	cg20543478;cg08845730;cg00642293
chr8	144807941	144808965	1025	*	4	4.91788225986265e-10	1.03531549633233e-06	0.0036796796333413	5.32477235922242e-06	0.0515841175241588	0.0418746713634896	ZNF517	cg06465371;cg00238815;cg04440325;cg09380067
chr19	35263967	35264428	462	*	13	1.43619309154937e-14	6.13594806388426e-05	0.00192513091337192	5.49558101038457e-06	0.102621098528603	0.0143607198584824	LSR, AC002128.1	cg00259785;cg14773052;cg21961831;cg11856182;cg11287850;cg12019980;cg02527726;cg10366010;cg16863634;cg08858751;cg18618355;cg20309779;cg13319823
chr19	35330007	35330243	237	*	3	1.22229490828749e-09	2.19455544763655e-06	0.00189957738837481	8.39668718696379e-06	0.0562866638686632	0.0482490393990767	CD22	cg22351833;cg01413790;cg11701869
chr6	28234525	28234962	438	*	11	2.32117807021257e-12	5.75495579168257e-06	0.00384565890595753	8.5290496047986e-06	0.0603241086031205	0.0232342493313746	NA	cg01040129;cg19085476;cg04861640;cg02339392;cg02003233;cg19217872;cg06917231;cg01086810;cg24895036;cg00925248;cg00688745
chr22	29709964	29710531	568	*	5	1.30331676880614e-09	1.99330950331274e-06	0.00428337429372383	8.91867473613355e-06	0.0464694216967724	0.0202185110313311	AC004882.1	cg08579858;cg07256473;cg17721704;cg14427074;cg18659153
chr3	130613286	130614013	728	*	9	2.23804183271563e-10	1.01861184217135e-06	0.00532938215815001	9.12989078585926e-06	0.0368764468812893	0.0144535326207583	COL6A6	cg10075584;cg06308857;cg20388704;cg27425755;cg21820436;cg20908614;cg01449321;cg04167054;cg18070470
chr11	126224696	126225409	714	*	8	3.74208006789902e-13	3.33166029949787e-05	0.00142535148912578	9.49718218650108e-06	0.0294444727768244	0.0116240259070195	FAM118B	cg06534890;cg26797716;cg17149644;cg12897901;cg08892099;cg14123737;cg06613012;cg06324801
chr19	53696217	53696886	670	*	8	4.67596896112642e-12	6.1649819918783e-05	0.00242280470504316	9.57781713491422e-06	0.0267710548577877	0.0127168403498868	NA	cg17169289;cg11265561;cg12360029;cg07686635;cg01620580;cg07950216;cg11896012;cg23930923
chr2	19550754	19551860	1107	*	4	3.03147609355534e-08	1.41784298837985e-06	0.00857242051875005	1.02453682778028e-05	0.0560306886727501	0.0309111818960762	NA	cg06496728;cg27117509;cg07531268;cg17097782
chr1	85220088	85220242	155	*	3	5.67502045045115e-13	0.00064855943709893	0.000366431550493666	1.08484878594002e-05	0.109284795033905	0.0586789205440726	NA	cg15575875;cg20267580;cg09062462
chr12	77720134	77720159	26	*	2	7.2734614844521e-10	5.01774299901606e-06	0.000747799909060326	1.17423097461409e-05	0.0555059186900309	0.0466756370933796	NAV3	cg08279220;cg05979241
chr18	32173055	32173121	67	*	4	5.62544804778588e-09	3.23797840817076e-06	0.0052761067866953	1.17565542587854e-05	-0.0480162850676095	-0.0188232591813964	GAREM1	cg09653424;cg22009464;cg26530706;cg17567017
chr4	155702266	155702411	146	*	5	3.10632277381525e-09	5.53698809937314e-06	0.00451712286669474	1.29069391874689e-05	0.0599376853183032	0.0356435179403117	GUCY1A1	cg10316270;cg06318837;cg26413432;cg22103164;cg08282428
chr10	15000621	15001143	523	*	3	2.32376083220469e-10	7.36384954141115e-06	0.00139655821442611	1.30053963641706e-05	0.0251607260164437	0.0217761069886102	NA	cg25634459;cg19149020;cg27031974
chr17	4648949	4649076	128	*	2	6.71895261803806e-10	5.68037345540085e-06	0.000736820717308118	1.30747696893138e-05	0.03706244082291	0.0314779689907998	NA	cg01840020;cg04387835
chr17	21455566	21455918	353	*	4	1.16490866094402e-08	3.30045731827862e-06	0.00644785875630457	1.59712995749998e-05	0.0804053803366531	0.0511937109876541	LINC02693	cg19481964;cg02531905;cg20801580;cg08998582
chr6	1554605	1555080	476	*	2	1.17260823841398e-09	7.30577940251724e-06	0.000776589409224393	1.64577511722306e-05	0.0781999622028543	0.0509411085614164	NA	cg21035585;cg22678739
chr19	10381063	10381454	392	*	6	1.78892782635269e-09	7.7429669706582e-05	0.00783393878789372	1.65506807369315e-05	0.0148342577620169	0.00938804502781144	NA	cg13720472;cg26549174;cg08427717;cg05106269;cg12151124;cg23095260
chr22	30783944	30783995	52	*	2	6.95048775474533e-10	7.98875406753145e-06	0.00066982992866111	1.73197509841535e-05	0.0548737364538263	0.04168553974492	OSBP2	cg07074042;cg05497972
chr8	28558139	28558676	538	*	4	7.5920150138371e-09	8.5864112876728e-06	0.00407027190902203	1.90596983631637e-05	0.0310394185795865	0.0160780563096131	FZD3	cg12746863;cg22649880;cg25557858;cg23110828
chr11	22688105	22688802	698	*	6	2.09856440717309e-10	2.056303789714e-05	0.00432032467321475	1.93981300515311e-05	0.0368577678125238	0.0145860703655865	GAS2, RNA5SP338	cg07048951;cg18722881;cg25938977;cg13663300;cg19945464;cg24435844
chr7	107644956	107645340	385	*	3	9.77132870354856e-09	5.80755707299751e-06	0.00260532738152353	2.0104179064342e-05	0.0654671003760384	0.0278216015992218	NA	cg15251830;cg20222925;cg07392324
chr1	220221229	220221280	52	*	3	2.29327173589281e-09	8.16331289490824e-06	0.00267512746967208	2.28457842121364e-05	0.0884254040500767	0.060056056073369	RAB3GAP2	cg21516339;cg11826460;cg21424942
chr10	134238687	134238889	203	*	3	9.24148209810706e-09	9.16212812463625e-06	0.0024205305550913	2.3093573775543e-05	-0.146598025178329	-0.109964383290205	NA	cg25515456;cg25473065;cg22047012
chr5	14915807	14915911	105	*	2	8.20530626281563e-09	1.19178099390169e-05	0.00117045761621533	2.71005870485276e-05	-0.0453501555872801	-0.0428248219951937	NA	cg17749710;cg07909074
chr15	25444152	25446170	2019	*	11	2.2029077284929e-06	5.83225897109494e-07	0.0531635741277436	2.76757759696879e-05	-0.129613320477461	-0.0782921467854812	NA	cg10669129;cg25709978;cg14494854;cg07245921;cg10922915;cg13083260;cg02221367;cg03028105;cg13586160;cg10957836;cg26879800
chr17	1163594	1163846	253	*	3	1.05974830222924e-08	9.06715199988256e-06	0.00208381322791181	2.80366825678779e-05	0.0253930409213384	0.01765298974055	ABR	cg22635673;cg07942622;cg07253125
chr12	7046277	7046915	639	*	3	3.48868908191155e-11	3.50691994226875e-05	0.0005598638771722	2.90597219259459e-05	0.0400370221691844	0.0175928392082539	C1S	cg14996263;cg03393638;cg05081546
chr17	37010098	37010922	825	*	7	2.03735320757078e-08	1.28597731321313e-05	0.00506874526477396	3.00418424858249e-05	0.027953024200762	0.0149664350896929	AATF	cg16585530;cg24734422;cg14493980;cg04522531;cg17510817;cg27592126;cg18516268
chr17	42907937	42908915	979	*	8	1.65226421071069e-12	6.3176203902573e-05	0.00249111492810587	3.01572953146989e-05	0.0667603137115684	0.0239451608447023	G6PC	cg17203313;cg20163288;cg14352477;cg06649191;cg05900402;cg04865929;cg05758920;cg02255892
chr6	28832053	28832274	222	*	10	2.5156866629785e-09	1.03874923006e-05	0.00883717251683772	3.11916005908581e-05	0.0534821244176978	0.0255665195215474	NA	cg16770933;cg03615240;cg11680758;cg09824782;cg20624451;cg11417973;cg14068796;cg18958859;cg11274428;cg16206744
chr7	39605529	39605687	159	*	5	2.35443677835501e-08	1.8365412081094e-05	0.00860373134560128	3.15530076621949e-05	0.0339886573046054	0.014880592199678	YAE1	cg02076369;cg27377749;cg21341271;cg06908462;cg16253282
chr5	38557253	38557465	213	*	3	1.58692004182705e-09	3.23569738633893e-05	0.00115606752390636	3.22135024092933e-05	0.0212674418766791	0.0115688122735763	LIFR-AS1, LIFR	cg11841722;cg18848688;cg01369082
chr13	48895173	48895318	146	*	3	3.93826320073233e-08	1.09724369631419e-05	0.0031195559453322	3.45621007460908e-05	0.0412908354499617	0.0236028536219379	NA	cg19254235;cg26740195;cg27026713
chr16	57125654	57126212	559	*	6	6.64041868576035e-10	5.7047461954547e-05	0.00349610611907194	3.6288442967096e-05	0.0269977953011549	0.00790047828573681	CPNE2	cg04391957;cg02670686;cg02290969;cg00152942;cg27559661;cg08696890
chr9	20620030	20621641	1612	*	6	2.19128466808959e-08	0.000345502008807939	0.00374366502400183	3.67133871441226e-05	0.0556031510881927	0.0208161404643215	MLLT3	cg26851933;cg25921461;cg03448793;cg14114535;cg13624041;cg01739210
chr2	85361959	85362030	72	*	2	4.51796307146469e-08	1.8876416449203e-05	0.00177499119538779	4.3473810761138e-05	0.0242684373468569	0.0237727305332899	ELMOD3	cg07847030;cg17484733
chr7	149171379	149171786	408	*	3	3.89207425567464e-08	1.48007040463112e-05	0.00384553735607019	4.51867929107991e-05	0.0644506784751341	0.0476622930493022	ZNF398	cg07499066;cg26504749;cg00241650
chr13	68488938	68489823	886	*	3	2.76725588196985e-10	3.889286116373e-05	0.000678499391864464	4.7897215309004e-05	0.112268250672119	0.0763778081300133	NA	cg22233547;cg25844366;cg21373616
chr11	48990211	48990330	120	*	2	1.35789559174127e-09	3.55899305027023e-05	0.000384112885251278	5.03975572904663e-05	0.154587687425413	0.106355368020844	TRIM53CP	cg09727084;cg11926928
chr1	150898620	150898761	142	*	7	1.37319454775019e-07	4.73252801340768e-06	0.0237910919142488	5.17838246754025e-05	0.0267704710726918	0.0120455569791448	CTXND2	cg10961700;cg08531528;cg17899625;cg02060408;cg12082615;cg07515916;cg19689029
chr6	28109028	28109267	240	*	3	9.97262239677794e-08	1.50006772319135e-05	0.00497141938949477	5.18737468141631e-05	0.083156288943161	0.0446047265371919	ZSCAN16-AS1	cg02635335;cg01566283;cg20360406
chr10	124714041	124714443	403	*	8	2.49587714977187e-09	8.56435592064993e-05	0.00985528448800512	5.33769694667706e-05	0.0248166476708751	0.0141371298099003	FAM53B-AS1, AC068896.1, FAM53B	cg02463329;cg05596319;cg25222014;cg18565342;cg10477193;cg05702052;cg10860308;cg22337426
chr13	32526883	32527171	289	*	2	5.21676450919136e-08	2.58403389748182e-05	0.0016367527674643	5.65088654633823e-05	0.0744863793527311	0.0560182343852127	N4BP2L2	cg25127011;cg20929143
chr9	139069756	139069897	142	*	3	2.37697519018221e-07	1.50995530949691e-05	0.00716101329710164	5.99533299005784e-05	-0.0322252818767501	-0.028060480321156	NA	cg22051754;cg14132364;cg14048880
chr17	79420145	79420436	292	*	5	2.24356197132491e-08	0.000119461202694768	0.0053813224593232	6.58854040838767e-05	-0.060673349239648	-0.0405918205692364	RBFOX3	cg18050634;cg21284015;cg24550880;cg04665204;cg01824284
chr11	20177746	20178138	393	*	4	1.88883818159803e-08	3.59063354144252e-05	0.00470603077831974	6.60065322006045e-05	0.011742966968143	0.00847676204887096	NA	cg17526229;cg04290346;cg09767822;cg08835103
chr20	35806496	35806913	418	*	4	4.05877664432987e-08	2.93234241332628e-05	0.00503892971307282	6.85424498972507e-05	0.0164503617958323	0.00619760822832891	PHF20	cg16553051;cg15627502;cg12895429;cg10873891
chr6	75954693	75954798	106	*	2	1.02074808194599e-07	3.2398761182023e-05	0.00174401603331827	6.95489046419639e-05	0.0322583119011841	0.0290635666755031	IMPG1	cg21961320;cg19516944
chr19	18209584	18209701	118	*	4	4.8686182097059e-08	4.67912601281658e-05	0.00326556784242585	7.02596249289433e-05	0.02690121292858	0.0160683715790392	AC005759.1, AC008397.2, PDE4C	cg02050915;cg23183121;cg05401880;cg09351747
